,state,public_health,phone_number
2594,OH,Noble County Health Department,17407324958
2595,OH,Norwood City Health District,15134584600
2596,OH,Oakwood City Health District,19372980402
2597,OH,Ottawa County Health Department,14197346800
2598,OH,Paulding County Health District,14193993921
2599,OH,Perry County Health Department,17403425179
2600,OH,Pickaway County Health District,17404779667
2601,OH,Pike County Health District,17409477721
2602,OH,Piqua City Health District,19377782060
2603,OH,Portage County Health District,13302969919
2604,OH,Portsmouth City Health District,17403535153
2605,OH,Preble County Public Health,19374720087
2606,OH,Public Health-Dayton and Montgomery County,19372254397
2607,OH,Putnam County Health Department,14195235608223
2608,OH,Richland Public Health,14197744500
2609,OH,Ross County Health District,17407799652
2610,OH,Salem City Health District,13303321618
2611,OH,Sandusky County Health District,14193346377
2612,OH,Scioto County Health District,17403558358
2613,OH,Seneca County General Health District,14194473691
2614,OH,Sharonville City Health District,15135631722
2615,OH,Shelby City Health Department,14193425226
2616,OH,Sidney-Shelby County Health Department,19374987249
2617,OH,Southwest Ohio Public Health,15135158594
2618,OH,Springdale City Health District,15133465725
2619,OH,St. Bernard City Health District,15132427709
2620,OH,Stark County Combined General Health District,13304939904
2621,OH,Struthers City Health Department,13307552181
2622,OH,Summit County Public Health ,13309234891
2623,OH,Toledo-Lucas County Health Department,14192134100
2624,OH,Trumbull County Health Department,13306757805
2625,OH,Tuscarawas County Health District,13303434928
2626,OH,Union County Health Department,193764520352045
2627,OH,Union County Health District,19376422053
2628,OH,Van Wert County Health District,14192380808
2629,OH,Vinton County Health Department,17405965233
2630,OH,Warren City Health District,13308412612
2631,OH,Warren County Combined Health District,15136951228
2632,OH,Washington County Health Department,17403742782
2633,OH,Wayne County Health District,12162649590
2634,OH,Williams County Health District,14194853141
2635,OH,Wood County Health District,141935284023257
2636,OH,Wyandot County Public Health,14192943852
2637,OH,Youngstown City Health District,13307433333
2638,OH,Zanesville-Muskingum County Health Department,17404549741
2639,OK,Adair County Health Department,19186967292
2640,OK,Atoka County Health Department,14058892116
2641,OK,Beaver County Health Department,15806253693
2642,OK,Beckham County Health Department,15802251173
2643,OK,Blaine County Health Department,15806237974
2644,OK,Bryan County Health Department,15809244285
2645,OK,Caddo County Health Department,14052472507
2646,OK,Canadian County Health Department,14052620042
2647,OK,Carter County Health Department,15802239705
2648,OK,Cherokee County Health Department,19184568826
2649,OK,Choctaw County Health Department,15803268821
2650,OK,Cimarron County Health Department,15085467419
2651,OK,Cleveland County Health Department,14053214048
2652,OK,Coal County Health Department,15809272367
2653,OK,Comanche County Health Department,15802485890
2654,OK,Cotton County Health Department,15808756121
2655,OK,Craig County Health Department,19182567531
2656,OK,Creek County Health Department,19182245531
2657,OK,Custer County Health Department,15803232100
2658,OK,Delaware County Health Department,19182534511
2659,OK,Garfield County Health Department,15802330650
2660,OK,Garvin County Health Department,14052387346
2661,OK,Grady County Health Department,14052242022
2662,OK,Grant County Health Department,15803952906
2663,OK,Greer County Health Department,15807825531
2664,OK,Harmon County Health Department,15806883348
2665,OK,Harper County Health Department,15809212029
2666,OK,Haskell County Health Department,19189673304
2667,OK,Jackson County Health Department,15804827308
2668,OK,Jefferson County Health Department,15802282313
2669,OK,Johnston County Health Department,15803712470
2670,OK,Kay County Health Department,15807621641
2671,OK,Kingfisher County Health Department,14053753008
2672,OK,Kiowa County Health Department,15807263316
2673,OK,Latimer County Health Department,19184655673
2674,OK,LeFlore County Health Department,19186478601
2675,OK,Lincoln County Health Department,14052582640
2676,OK,Logan County Health Department,14052823485
2677,OK,Love County Health Department,15802762531
2678,OK,Major County Health Department,15802273362
2679,OK,Marshall County Health Department,15807953705
2680,OK,Mayes County Health Department,19188254224
2681,OK,McClain County Health Department,14055276541
2682,OK,McCurtain County Health Department,15802866628
2683,OK,McIntosh County Health Department,19186897774
2684,OK,Murray County Health Department,15806224056
2685,OK,Muskogee County Health Department,19186830321
2686,OK,Noble County Health Department,15803362257
2687,OK,Okfuskee County Health Department,19186231800
2688,OK,Oklahoma City-County Health Department,14054254455
2689,OK,Okmulgee County Health Department,19187561883
2690,OK,Osage County Health Department,19182873740
2691,OK,Ottawa County Health Department,19185402481
2692,OK,Pawnee County Health Department,19187623643
2693,OK,Payne County Health Department,14053728200
2694,OK,Pittsburg County Health Department,19184231267
2695,OK,Pontotoc County Health Department,15803321891
2696,OK,Pottawatomie County Health Department,14052732157
2697,OK,Pushmataha County Health Department,15802986624
2698,OK,Rogers County Health Department,19183413166
2699,OK,Seminole County Health Department,14052575401
2700,OK,Sequoyah County Health Department,19187756189
2701,OK,Stephens County Health Department,15802520270
2702,OK,Texas County Health Department,15803388544
2703,OK,Tillman County Health Department,15803352163
2704,OK,Tulsa City-County Health Department,19185954404
2705,OK,Wagoner County Health Department,19184853022
2706,OK,Washington County Health Department,19183353005
2707,OK,Woods County Health Department,15803273192
2708,OK,Woodward County Health Department,15802566416
2709,OR,Baker County Health Department,15415238211
2710,OR,Benton County Health Department,15417666835
2711,OR,Clackamas County Public Health Division,15035050214
2712,OR,Clatsop County Department of Public Health,150332585001912
2713,OR,Columbia County Department of Public Health ,15033977247
2714,OR,Coos Health & Wellness,15412666774510
2715,OR,Crook County Health Department,15414163986
2716,OR,Curry County Health and Human Services,15412473300
2717,OR,Deschutes County Health Department,15413227400
2718,OR,Douglas County Health and Social Services,15414403500
2719,OR,Grant County Health Office,15416769161
2720,OR,Harney County Health Department,15415732271
2721,OR,Hood River County Health Department,15413876884
2722,OR,Jackson County Health and Human Services,15417748209
2723,OR,Jefferson County Health Department,15414754456
2724,OR,Josephine County Public Health Department,15414745325
2725,OR,Klamath County Department of Public Health,15418828846
2726,OR,Lake County Public Health Department,15419476045
2727,OR,Lane County Public Health Department,15416824035
2728,OR,Lincoln County Health and Human Services,15412654112
2729,OR,Linn County Health Department,15419673888
2730,OR,Malheur County Health Department,15418897279120
2731,OR,Marion County Health Department,15035885357
2732,OR,Morrow County Health Department,15416765421
2733,OR,Multnomah County Health Department,1503.988.3674
2734,OR,North Central Public Health District,15415062600
2735,OR,Polk County Public Health,15036238175
2736,OR,Tillamook County Health Department,15038423900
2737,OR,Umatilla County Public Health Department,15412785432
2738,OR,Union County Health Department,15419628800
2739,OR,Wallowa County Health Department,15414264848
2740,OR,Washington County Department of Health and Human Services,15038464745
2741,OR,Wheeler County Health Department,15417632725
2742,OR,Yamhill County Health and Human Services/Public Health,15034347525
2743,PA,Adams County State Health Center,17173342112
2744,PA,Allegheny County Health Department,14126872243
2745,PA,Allentown City Bureau of Health,16104377760
2746,PA,Armstrong County State Health Center,17245432700
2747,PA,Beaver County State Health Center,17247741385
2748,PA,Bedford County State Health Center,18146232001
2749,PA,Berks County Community Health Project - Berks Visiting Nurse Association,16103780481168
2750,PA,Bethlehem Health Bureau,16108657083
2751,PA,Blair County State Health Center,18149467300
2752,PA,Bradford County State Health Center,15702652194
2753,PA,Bucks County Department of Health,12153453318
2754,PA,Cambria County State Health Center,18142483120
2755,PA,Carbon County State Health Center,15703256106
2756,PA,Centre County State Health Center,18148650932
2757,PA,Chester County Health Department,16103446225
2758,PA,City of Harrisburg Health Department,17172556553
2759,PA,Clarion County State Health Center,18142262170
2760,PA,Clearfield County State Health Center,18147650542
2761,PA,Clinton County State Health Center,15708932437
2762,PA,Columbia County State Health Center,15703874258
2763,PA,Crawford County State Health Center,18143326947
2764,PA,Cumberland County State Health Center,17172435151
2765,PA,Dauphin County State Health Center,17173461470
2766,PA,Delaware County State Health Center,16104473250
2767,PA,Elk County State Health Center,18148345351
2768,PA,Erie County Department of Health,18144516701
2769,PA,Fayette County State Health Center,17244397400
2770,PA,Forest County State Health Center,18147553564
2771,PA,Franklin County State Health Center,17172634143
2772,PA,Fulton County State Health Center,17174855137
2773,PA,Greene County State Health Center,17246273168
2774,PA,Huntingdon County State Health Center,18146271251
2775,PA,Indiana County State Health Center,17243572995
2776,PA,Jefferson County State Health Center,18149386630
2777,PA,Juniata County State Health Center,17175274185
2778,PA,Lackawanna County State Health Center,15709634567
2779,PA,Lancaster County State Health Center,17172997597
2780,PA,Lawrence County State Health Center,17246563088
2781,PA,Lebanon County State Health Center,17172722044
2782,PA,Lehigh County State Health Center,16108216770
2783,PA,Luzerne County State Health Center,15708262071
2784,PA,Lycoming County State Health Center,15703273440
2785,PA,McKean County State Health Center,18143680426
2786,PA,Mercer County State Health Center,17246624000
2787,PA,Mifflin County State Health Center,17172421452
2788,PA,Monroe County State Health Center,15704243020
2789,PA,Montgomery County Department of Health,16102785117
2790,PA,Montour County State Health Center,15702757092
2791,PA,Northampton County Board of Health,16102506729
2792,PA,Northampton County State Health Center,16102501825
2793,PA,Northumberland County State Health Center,15709885513
2794,PA,Perry County State Health Center,17175672011
2795,PA,Philadelphia Department of Public Health,12156869009
2796,PA,Pike County State Health Center,15702966512
2797,PA,Potter County State Health Center,18142743626
2798,PA,Schuylkill County State Health Center,15706213112
2799,PA,Snyder County State Health Center,15708375915
2800,PA,Somerset County State Health Center,18144457981
2801,PA,Susquehanna County State Health Center,15702783889
2802,PA,Tioga County State Health Center,15707242911
2803,PA,Union County State Health Center,15705231124
2804,PA,Venango County State Health Center,18146770672
2805,PA,Warren County State Health Center,18147233566
2806,PA,Washington County State Health Center,17242234540
2807,PA,Wayne County State Health Center,15702537141
2808,PA,Westmoreland County State Health Center,17248325315
2809,PA,Wilkes-Barre City Health Department,15702084268
2810,PA,Wyoming County State Health Center,15708362981
2811,PA,York City Bureau of Health,17178547724
2812,PA,York County State Health Center,17177714505
2813,SC,Lowcountry Regional Public Health - SC DHEC,18439530038
2814,SC,Midlands Regional Public Health - SC DHEC,18035762980
2815,SC,Pee Dee Regional Public Health - SC DHEC,18436614830
2816,SC,Upstate Regional Public Health - SC DHEC,18642824138
2817,SD,Brown County Community Health Center,16056262649
2818,SD,Buffalo County Office (Indian Health Service Clinic),16052451520
2819,SD,Edmunds County Public Health Services,16052856419
2820,SD,Hand County Public Health Services,16058532147
2821,SD,Hutchinson County Public Health Services,16059252118
2822,SD,Lake County Health Department,16052565309
2823,SD,Lawrence County - Spearfish Community Health Clinic,16056426915
2824,SD,McPherson County Public Health Services,16052842661
2825,SD,Meade County - Faith Community Health Services,16059672150
2826,SD,Mellette County Health Clinic,16052593121
2827,SD,Moody County Public Health Services,16059973779
2828,SD,Oglala Lakota County Public Health Service Hospital,16058673048
2829,SD,Perkins County - Lemmon Community Health Services,16053745962
2830,SD,Sioux Falls City Health Department,16057733907
2831,SD,Tripp County Public Health Services,16058427166
2832,SD,Turner County Public Health Services,160532651613051
2833,SD,Walworth County Public Health Services,16058458127
2834,TN,Anderson County Health Department,18654258820
2835,TN,Bedford County Health Department,19316843426
2836,TN,Benton County Health Department,17315844944
2837,TN,Bledsoe County Health Department,14234472149
2838,TN,Blount County Health Department,18659834582
2839,TN,Bradley County Health Department,14237287020105
2840,TN,Campbell County Health Department,14235628351
2841,TN,Cannon County Health Department,16155634243
2842,TN,Carroll County Health Department,17319861990
2843,TN,Carter County Health Department,14235432521
2844,TN,Chattanooga-Hamilton County Health Department,14232098000
2845,TN,Cheatham County Health Department,16157924318
2846,TN,Chester County Health Department,17319897108
2847,TN,Claiborne County Health Department,14236264291
2848,TN,Clay County Health Department,19312432651
2849,TN,Cocke County Health Department,14236238733
2850,TN,Coffee County Health Department,19317235134
2851,TN,Crockett County Health Center,17316962505
2852,TN,Cumberland County Health Department,19314846196
2853,TN,Decatur County Health Department,17318522461
2854,TN,Dekalb County Health Department,16155977599
2855,TN,Dickson County Health Department,16154462839
2856,TN,Dyer County Health Department,17312857311
2857,TN,"East Region, Tennessee Department of Health",18655495251
2858,TN,Fayette County Health Department,19014655243
2859,TN,Fentress County Health Department,19318799936
2860,TN,Franklin County Health Department,19319673826
2861,TN,Gibson County Health Department,17318557601
2862,TN,Giles County Health Department,19313635506
2863,TN,Grainger County Health Department,18658285247
2864,TN,Greene County Health Department,14237981749
2865,TN,Grundy County Health Department,19316923641
2866,TN,Hamblen County Health Department,14233181542
2867,TN,Hancock County Health Department,14237332228
2868,TN,Hardeman County Health Department,17316585291
2869,TN,Hardin County Health Department,17319252557
2870,TN,Hawkins County Health Department,14232727641
2871,TN,Hawkins County Health Department / Church Hill Office,14233575341
2872,TN,Haywood County Health Department,17317720463
2873,TN,Henderson County Health Department,17319688148
2874,TN,Henry County Health Department,17316424025
2875,TN,Hickman County Health Department,19317293516
2876,TN,Houston County Health Department,19312893463
2877,TN,Humphreys County Health Department,19312962231
2878,TN,Jackson - Madison County Health Department,17314233020
2879,TN,Jackson County Health Department,19312680218
2880,TN,Jefferson County Health Department,18653973930
2881,TN,Johnson County Health Department,14233575341
2882,TN,Knox County Health Department,18652155000
2883,TN,Lake County Health Department,17312539954
2884,TN,Lauderdale County Health Department,17316359711
2885,TN,Lawrence County Health Department,19317629406
2886,TN,Lewis County Health District,19317962204
2887,TN,Lincoln County Health Department,19314333231
2888,TN,Loudon County Health Department,18654582514
2889,TN,Macon County Health Department,16156662142
2890,TN,Marion County Health Department,14239422238
2891,TN,Marshall County Health Department,19313591551
2892,TN,Maury County Health Department,19315601120
2893,TN,McMinn County Health Department,14237457431
2894,TN,McNairy County Health Department,17316453474
2895,TN,Meigs County Health Department,14233345185
2896,TN,Metro Public Health Department,16153405622
2897,TN,"Mid-Cumberland Region, Tennessee Department of Health",16156507030
2898,TN,Monroe County Health Department,14234423993
2899,TN,Montgomery County Health Department,19316485747
2900,TN,Montgomery County Health Department,19316487210
2901,TN,Moore County Health Department,19317594251
2902,TN,Morgan County Health Department,14233466272
2903,TN,"Northeast Region, Tennessee Department of Health",14239794624
2904,TN,Obion County Health Department,17318858722
2905,TN,Overton County Health Department,19318236260
2906,TN,Perry County Health Department,19315892138
2907,TN,Pickett County Health Department,19318643178
2908,TN,Polk County Department of Health,14233384533
2909,TN,Polk-Benton County Health Department,14233384533
2910,TN,Putnam County Health Department,19315282531
2911,TN,Rhea County Health Department,14237757819
2912,TN,Roane County Health Department,18653541220
2913,TN,Robertson County Health Department,16153840208
2914,TN,Rutherford County Health Department,16158987785
2915,TN,Scott County Health Department,14236632445
2916,TN,Sequatchie County Health Department,14239493619
2917,TN,Sevier County Health Department,18656378733
2918,TN,Shelby County Health Department,19012229080
2919,TN,Smith County Health Department,16157350242
2920,TN,"South Central Region, Tennessee Department of Health",19314908337128
2921,TN,"Southeast Region, Tennessee Department of Health",14236345891
2922,TN,Stewart County Health Department,19312325329
2923,TN,Sullivan County Regional Health Department,14232792792
2924,TN,Sumner County Health Department,16152061100
2925,TN,Tipton County Health Department,19014760235
2926,TN,Trousdale County Health Department,16153742112
2927,TN,Unicoi County Health Department,14237439103
2928,TN,Union County Health Department,18659923867
2929,TN,"Upper Cumberland Region, Tennessee Department of Health",19315287531
2930,TN,Van Buren County Health Department,19319462643
2931,TN,Warren County Health Department,19314738468
2932,TN,Washington County Health Department,14239757327
2933,TN,Wayne County Health Department,19317223292
2934,TN,Weakley County Health Department,17313642258
2935,TN,"West Region, Tennessee Department of Health",17314216701
2936,TN,White County Health Department,19318362201
2937,TN,Williamson County Health Department,16157941258
2938,TN,Wilson County Health Department,16154445325
2939,TX,Abilene-Taylor County Public Health District,13256925600
2940,TX,Addison City Health Department,19724502821
2941,TX,Andrews County Health Department,14325241434
2942,TX,Angelina County/Cities Health District,19366330602
2943,TX,Austin Public Health,151297250101
2944,TX,Beaumont City Health Department,14098324000
2945,TX,Bee County Health Department,13613582241
2946,TX,Bell County Public Health District,12547734457
2947,TX,Brazoria County Health Department,19798641484
2948,TX,Brazos County Health Department,19793614440
2949,TX,Brownsville Health Department,19565486123
2950,TX,Brownwood-Brown County Health Department,13256460554
2951,TX,Burleson City Environmental Health Department,18174269842
2952,TX,Cameron County Health Department,19562473685
2953,TX,Carrollton City Health Department,19724663060
2954,TX,Cass County Health Department,19037567051
2955,TX,Chambers County Health Department,14092672730
2956,TX,Cherokee County Health Department,19035866191
2957,TX,City of Amarillo Department of Public Health,18063786300
2958,TX,City of Baytown Health Department,12814205384
2959,TX,City of El Paso Department of Public Health,19152120200
2960,TX,City of Garland Health Department,19722053460
2961,TX,City of Longview Health Department,19032371285
2962,TX,City of South Padre Island Health Department,19567613226
2963,TX,City of the Colony Health Department,19726243151
2964,TX,Collin County Health Department,19725485500
2965,TX,Comal County Health Department,1830.221.1100612
2966,TX,Coppell City Health Department,19724625110
2967,TX,Corpus Christi-Nueces County Health Department,13618267200
2968,TX,Corsicana-Navarro County Public Health Department,19038746731
2969,TX,Cuero-Dewitt County Health Department,13612753461
2970,TX,Dallas County Health and Human Services,12148192101
2971,TX,DeSoto City Health Department,19722309606
2972,TX,Denton County Health Department,19403492900
2973,TX,Duncanville City Health Department,19727804963
2974,TX,Ector County Health Department,14324984141
2975,TX,Ennis City Health Department,19728751234
2976,TX,Falfurrias City Health Department,13613252140
2977,TX,Farmers Branch City Health Department,19729192537
2978,TX,Fort Bend County Health Department,12812383233
2979,TX,Frisco City Health Department,19722925304
2980,TX,Gainesville City Health Department,19406656397
2981,TX,Galveston County Health District,14099387221
2982,TX,Graham City Health Department,19405493352
2983,TX,Grayson County Health Department,19038930131
2984,TX,Greenville-Hunt County Health Department,19034084140
2985,TX,Gregg County Health Department,19032372620
2986,TX,Hardin County Health Department,14092465188
2987,TX,Harlingen City Health Department,19562165220
2988,TX,Harris County Public Health (HCPH),17134396000
2989,TX,Hays County Health Department,15123935520
2990,TX,Health Department of Gainseville,19406685454
2991,TX,Hedwig Village Health Department,17134656009
2992,TX,Hidalgo County Health Department,19563836221
2993,TX,Hood County Health Department,18175793288
2994,TX,Houston Health Department,18323935001
2995,TX,Irving Public Health and Environmental Services,19727212514
2996,TX,Jasper-Newton County Public Health District,14093846829
2997,TX,Jefferson County Public Health Department,14098358530
2998,TX,Kaufman County Health Department,19729324331
2999,TX,Kingsville City-Kleberg County Health Unit,13615923324
3000,TX,Lake Dallas Health Department,19404972226124
3001,TX,Lampasas County Health Department,15125564177
3002,TX,Laredo City Health Department,195679549004921
3003,TX,Live Oak County Health Department,15124492733
3004,TX,Lockhart City Health Department,18308752606
3005,TX,Lubbock City Health Department,18067752933
3006,TX,Luling City Health Department,18308752481
3007,TX,Marshall-Harrison County Health District,19039388338
3008,TX,McAllen Health Department,19569727040
3009,TX,McCulloch County Health Department,13255970733
3010,TX,Medina County Health Department,18307416191
3011,TX,Mesquite City Health Department,19722168138
3012,TX,Midland County Health Department,14326817645
3013,TX,Milam County Health Department,12546977039
3014,TX,Mineral Wells City Health Department,19403287719
3015,TX,Montgomery County Public Health Department,19365231103
3016,TX,North Richland Hills Health Department,18175816650
3017,TX,Northeast Texas Public Health District,19035350036
3018,TX,Orange County Health Department,14098836119
3019,TX,Paris-Lamar County Health Department,19037854561
3020,TX,Parker County Health Department,18175986174
3021,TX,Pasadena Health Department,17134755529
3022,TX,Pecos County Health Department,14323365355
3023,TX,Plainview-Hale County Health Department,18062961359
3024,TX,Plano Environmental Health Department,19729417143
3025,TX,Port Arthur City Health Department,14099838800
3026,TX,Public Health/Sheppard Air Force Base,19406766378
3027,TX,Richardson Health Department,19727744080
3028,TX,Rowlett City Health Department,19724126284
3029,TX,San Angelo-Tom Green County Health Department,13256574493
3030,TX,San Antonio Metropolitan Health District,12102078731
3031,TX,San Patricio County Department of Public Health,13615873530
3032,TX,Scurry County Health Unit,13255733508
3033,TX,South Plains Public Health District,18066372164
3034,TX,Sweetwater-Nolan County Health Department,13252355463
3035,TX,Tarrant County Public Health Department,18173215305
3036,TX,Texarkana-Bowie County Health Department,19037983250
3037,TX,Texas Department of Health Public Health Region 1 - Lubbock,18067443577
3038,TX,Texas Department of Health/Region 11 - Harlingen,19564230130
3039,TX,Texas Department of Health/Region 7 - Temple,12547786744
3040,TX,Texas Department of Health/Region 8 - San Antonio,12109492000
3041,TX,Texas Department of Health/Regions 2 and 3 - Arlington,18172644500
3042,TX,Texas Department of Health/Regions 4 and 5 North - Tyler,19035953585
3043,TX,Texas Department of Health/Regions 6 and 5 - Houston,17137673000
3044,TX,Texas Department of Health/Regions 9 and 10 - El Palso,19158347675
3045,TX,Town of Flower Mound Health Department,19728746340
3046,TX,Uvalde County Health Department,18302781705
3047,TX,Victoria City-County Health Department,13615786281
3048,TX,Waco-McLennan County Public Health District,12547505450
3049,TX,Ward County Health ,14329436482
3050,TX,Waxahachie City Health Department,19729377330150
3051,TX,Weatherford City Health Department,18175984149
3052,TX,Wichita Falls-Wichita County Public Health District,19407617800
3053,TX,Williamson County and Cities Health District,15129433600
3054,TX,Wilson County Public Health and Safety,18303938503
3055,TX,Wood County Health Department,19037635406
3056,UT,Bear River Health Department,14357926500
3057,UT,Central Utah Public Health Department,14358965451
3058,UT,Davis County Department of Health,18015255000
3059,UT,Salt Lake County Health Department,13854684100
3060,UT,San Juan Public Health,14353590038
3061,UT,Southeast Utah Health Department,14356373671
3062,UT,Southwest Utah Public Health Department,14359862540
3063,UT,Summit County Health Department,14353331582
3064,UT,Tooele County Health Department,14352772300
3065,UT,Tri-County Health Department,14352471177
3066,UT,Utah County Health Department,18018517016
3067,UT,Wasatch County Health Department,14356542700
3068,UT,Weber-Morgan Health Department,18013997100
3069,VT,Barre Vermont Department of Health,18024760161
3070,VT,Bennington Vermont Department of Health,18024476406
3071,VT,Brattleboro Vermont Department of Health,18022572880
3072,VT,Burlington Vermont Department of Health,18029510061
3073,VT,Middlebury Vermont Department of Health,18023884644
3074,VT,Morrisville Vermont Department of Health,18028880603
3075,VT,Newport Vermont Department of Health,18023346707
3076,VT,Rutland Vermont Department of Health,18027865811
3077,VT,Springfield District Vermont Department of Health,18022890600
3078,VT,St. Albans Vermont Department of Health,18025247971
3079,VT,St. Johnsbury Vermont Department of Health,18027485151
3080,VT,White River Junction Vermont Department of Health,18022958830
3081,VA,Accomack County Health Department,17577875880
3082,VA,Albemarle/Charlottesville Health Department,14349726219
3083,VA,Alexandria Health Department/Alexandria Health District,17037464996
3084,VA,Alleghany County / Covington Health Department,15409622173
3085,VA,Alleghany Health District,15404738240
3086,VA,Amelia County Health Department,18045612711
3087,VA,Amherst County Health Department,14349469408
3088,VA,Appomattox County Health Department,14343522313
3089,VA,"Arlington County Department of Human Services, Public Health Division",17032281200
3090,VA,Arlington Health District,17032285580
3091,VA,Augusta-Staunton Health Department,15403327830
3092,VA,Bath County Health Department,15408397246
3093,VA,Bedford County Health Department,15405867952
3094,VA,Bland County Health Department,12766883642
3095,VA,Botetourt County Health Department,15404738240
3096,VA,Bristol City Health Department,12766427335
3097,VA,Brunswick County Health Department,14348482525
3098,VA,Buchanan County Health Department,12769354591
3099,VA,Buckingham County Health Department,14349694244
3100,VA,Buena Vista City Health Department,15402612149
3101,VA,Campbell County Health Department,14345929550
3102,VA,Caroline County Health Department,18046335465
3103,VA,Carroll County Health Department,12767303180
3104,VA,Central Shenandoah Health District,15403327830341
3105,VA,Central Virginia Health District,14345775900
3106,VA,Charles City County Health Department,18048292490
3107,VA,Charlotte County Health Department,14345425251
3108,VA,Chesapeake Health District,17573828627
3109,VA,Chesterfield Health District,18047514385
3110,VA,Chickahominy Health District,18043654313
3111,VA,Clarke County Health Department,15409551033
3112,VA,Clifton Forge City Health Department,15408624131
3113,VA,Colonial Heights City Health Department,18045209380
3114,VA,Craig County Health Department,15408645136
3115,VA,Crater Health District,18048631652
3116,VA,Culpeper County Health Department,15408297350
3117,VA,Cumberland County Health Department,18044924661
3118,VA,Cumberland Plateau Health District,12768897621
3119,VA,Danville City Health Department,14347995190
3120,VA,Dickenson County Health Department,12769264979
3121,VA,Dinwiddie County Health Department,18044693771
3122,VA,Eastern Shore Health District,17577875880
3123,VA,Essex County Health Department,18044433396
3124,VA,Fairfax County Health Department,17032462479
3125,VA,Fauquier County Health Department,15403476400
3126,VA,Floyd County Health Department,15407452142
3127,VA,Fluvanna County Health Department,14345911960
3128,VA,Franklin City Health Department,17575626109
3129,VA,Franklin County Health Department,15404840292
3130,VA,Frederick County/Winchester Health Department,15407223470
3131,VA,Fredericksburg City Health Department,15408994142
3132,VA,Galax City Health Department,12762366127
3133,VA,Giles County Health Department,15402353135
3134,VA,Gloucester County Health Department,18046932445
3135,VA,Goochland County Health Department,18045565343
3136,VA,Grayson County Health Department,12767732961
3137,VA,Greene County Health Department,14349852262
3138,VA,Greensville/Emporia Health Department,14343484235
3139,VA,Halifax County Health Department,14344764863
3140,VA,Hampton City Health District,17573153781
3141,VA,Hanover County Health Department,18043654313
3142,VA,Henrico Health District,18045014651
3143,VA,Henry/Martinsville Health Department,12766382311
3144,VA,Highland County Health Department,15404682270
3145,VA,Hopewell City Health Department,18044581297
3146,VA,Isle of Wight County Health Department,17573574177
3147,VA,King George County Health Department,15408994797
3148,VA,King William County Health Department,18047694988
3149,VA,King and Queen County Health Department,18047856154
3150,VA,Lancaster County Health Department,18044625197
3151,VA,Lee County Health Department,12763462011
3152,VA,Lenowisco Health District,12763288000
3153,VA,Lord Fairfax Health District,15407713433
3154,VA,Loudoun County Health District,17037770234
3155,VA,Louisa County Health Department,15409673703
3156,VA,Lunenburg County Health Department,14346962346
3157,VA,Lynchburg City Health Department,14349476785
3158,VA,Madison County Health Department,15409485481
3159,VA,Mathews County Health Department,18047257131
3160,VA,Mecklenburg County Health Department,14347669822
3161,VA,Middlesex County Health Department,18047582381
3162,VA,Montgomery County Health Department,15405853300
3163,VA,Mount Rogers Health District,12767817450
3164,VA,Nelson County Health Department,14342638315
3165,VA,New Kent County Health Department,18049669640
3166,VA,New River Health District,15403817100156
3167,VA,Newport News City Health Department,17575947305
3168,VA,Norfolk City Health District,17576832796
3169,VA,Northampton County Health Department,17574426228
3170,VA,Northumberland County Health Department,18045803731
3171,VA,Nottoway County Health Department,14346457595
3172,VA,Orange County Health Department,15406721291
3173,VA,Page County Health Department,15407436528
3174,VA,Patrick County Health Department,12766943188
3175,VA,Peninsula Health District,17575947305
3176,VA,Petersburg City Health Department,18048631652
3177,VA,Piedmont Health District,18048631652
3178,VA,Pittsylvania County Health Department,14344327232
3179,VA,Pittsylvania/Danville Health District,14347995190
3180,VA,Portsmouth Health District,17573938585
3181,VA,Powhatan County Health Department,18045985680
3182,VA,Prince Edward County Health Department,14343928187
3183,VA,Prince George County Health Department,18047332630
3184,VA,Prince William Health District,17037926301
3185,VA,Pulaski County Health Department,15409945030
3186,VA,Radford City Health Department,15402678255
3187,VA,Rappahannock Area Health District,15408994797
3188,VA,Rappahannock County Health Department,15406753516
3189,VA,Rappahannock/Rapidan Health District,15403476400
3190,VA,Richmond County Health Department,18043334043
3191,VA,Richmond Henrico Health Department,18042053500
3192,VA,Roanoke City Health District,15402835050
3193,VA,Roanoke County/Salem Health Department,15403875530
3194,VA,Roanoke County/Vinton Health Department,15408577800
3195,VA,Rockbridge/Lexington Health Department,15404633185
3196,VA,Rockingham/Harrisonburg Health Department,15405745100
3197,VA,Russell County Health Department,12768897621
3198,VA,Scott County Health Department,12763861312
3199,VA,Shenandoah County Health Department,15404593733
3200,VA,Smyth County Health Department,12767817460
3201,VA,South Hampton County Health Department,17576533040
3202,VA,Southside Health District,14347669857
3203,VA,Spotsylvania County Health Department,15405077400
3204,VA,Stafford County Health Department,15406593101
3205,VA,Suffolk City Health Department,17575144700
3206,VA,Surry County Health Department,17572943185
3207,VA,Sussex County Health Department,14342468611
3208,VA,Tazewell County Health Department,12769885585
3209,VA,Thomas Jefferson Health District,14349726209
3210,VA,Three Rivers Health District,1804758238117
3211,VA,Virginia Beach Department of Public Health,17575182672
3212,VA,Warren County Health Department,15406353159
3213,VA,Washington County Health Department,12766765604
3214,VA,Waynesboro City Health Department,15409490137
3215,VA,West Piedmont Health District,14344775949
3216,VA,Western Tidewater Health District,17575144700
3217,VA,Westmoreland County Health Department,18044931124
