dataset,feature
ahrf_health,#<65w/HlthIns<=200%Poverty2013
ahrf_health,#<65w/HlthIns<=200%Poverty2012
ahrf_health,#<65noHlthIns<=200%Poverty2017
ahrf_health,#<65noHlthIns<=200%Poverty2016
ahrf_health,#<65noHlthIns<=200%Poverty2015
ahrf_health,#<65noHlthIns<=200%Poverty2014
ahrf_health,#<65noHlthIns<=200%Poverty2013
ahrf_health,#<65noHlthIns<=200%Poverty2012
ahrf_health,%<65noHlthIns<=200%Poverty2017
ahrf_health,%<65noHlthIns<=200%Poverty2016
ahrf_health,%<65noHlthIns<=200%Poverty2015
ahrf_health,%<65noHlthIns<=200%Poverty2014
ahrf_health,%<65noHlthIns<=200%Poverty2013
ahrf_health,%<65noHlthIns<=200%Poverty2012
ahrf_health,Persons<65<=400%ofPoverty2017
ahrf_health,Persons<65<=400%ofPoverty2016
ahrf_health,Persons<65<=400%ofPoverty2015
ahrf_health,Persons<65<=400%ofPoverty2014
ahrf_health,Persons<65<=400%ofPoverty2013
ahrf_health,Persons<65<=400%ofPoverty2012
ahrf_health,#<65w/HlthIns<=400%Poverty2017
ahrf_health,#<65w/HlthIns<=400%Poverty2016
ahrf_health,#<65w/HlthIns<=400%Poverty2015
ahrf_health,#<65w/HlthIns<=400%Poverty2014
ahrf_health,#<65w/HlthIns<=400%Poverty2013
ahrf_health,#<65w/HlthIns<=400%Poverty2012
ahrf_health,#<65noHlthIns<=400%Poverty2017
ahrf_health,#<65noHlthIns<=400%Poverty2016
ahrf_health,#<65noHlthIns<=400%Poverty2015
ahrf_health,#<65noHlthIns<=400%Poverty2014
ahrf_health,#<65noHlthIns<=400%Poverty2013
ahrf_health,#<65noHlthIns<=400%Poverty2012
ahrf_health,%<65noHlthIns<=400%Poverty2017
ahrf_health,%<65noHlthIns<=400%Poverty2016
ahrf_health,%<65noHlthIns<=400%Poverty2015
ahrf_health,%<65noHlthIns<=400%Poverty2014
ahrf_health,%<65noHlthIns<=400%Poverty2013
ahrf_health,%<65noHlthIns<=400%Poverty2012
ahrf_health,Persons18-64Yrs2017
ahrf_health,Persons18-64Yrs2016
ahrf_health,Persons18-64Yrs2015
ahrf_health,Persons18-64Yrs2014
ahrf_health,Persons18-64Yrs2013
ahrf_health,Persons18-64Yrs2012
ahrf_health,Persons18-64Yrs2011
ahrf_health,Persons18-64Yrs2010
ahrf_health,Pers18-64withHealthIns2017
ahrf_health,Pers18-64withHealthIns2016
ahrf_health,Pers18-64withHealthIns2015
ahrf_health,Pers18-64withHealthIns2014
ahrf_health,Pers18-64withHealthIns2013
ahrf_health,Pers18-64withHealthIns2012
ahrf_health,Pers18-64withHealthIns2011
ahrf_health,Pers18-64withHealthIns2010
ahrf_health,Pers18-64withoutHealthIns2017
ahrf_health,Pers18-64withoutHealthIns2016
ahrf_health,Pers18-64withoutHealthIns2015
ahrf_health,Pers18-64withoutHealthIns2014
ahrf_health,Pers18-64withoutHealthIns2013
ahrf_health,Pers18-64withoutHealthIns2012
ahrf_health,Pers18-64withoutHealthIns2011
ahrf_health,Pers18-64withoutHealthIns2010
ahrf_health,%18-64withoutHealthIns2017
ahrf_health,%18-64withoutHealthIns2016
ahrf_health,%18-64withoutHealthIns2015
ahrf_health,%18-64withoutHealthIns2014
ahrf_health,%18-64withoutHealthIns2013
ahrf_health,%18-64withoutHealthIns2012
ahrf_health,%18-64withoutHealthIns2011
ahrf_health,%18-64withoutHealthIns2010
ahrf_health,Males18-64Yrs2017
ahrf_health,Males18-64Yrs2016
ahrf_health,Males18-64Yrs2015
ahrf_health,Males18-64Yrs2014
ahrf_health,Males18-64Yrs2013
ahrf_health,Males18-64Yrs2012
ahrf_health,Males18-64Yrs2011
ahrf_health,Males18-64Yrs2010
ahrf_health,Males18-64withHealthIns2017
ahrf_health,Males18-64withHealthIns2016
ahrf_health,Males18-64withHealthIns2015
ahrf_health,Males18-64withHealthIns2014
ahrf_health,Males18-64withHealthIns2013
ahrf_health,Males18-64withHealthIns2012
ahrf_health,Males18-64withHealthIns2011
ahrf_health,Males18-64withHealthIns2010
ahrf_health,Males18-64withoutHealthIns2017
ahrf_health,Males18-64withoutHealthIns2016
ahrf_health,Males18-64withoutHealthIns2015
ahrf_health,Males18-64withoutHealthIns2014
ahrf_health,Males18-64withoutHealthIns2013
ahrf_health,Males18-64withoutHealthIns2012
ahrf_health,Males18-64withoutHealthIns2011
ahrf_health,Males18-64withoutHealthIns2010
ahrf_health,%Males18-64withoutHlthIns2017
ahrf_health,%Males18-64withoutHlthIns2016
ahrf_health,%Males18-64withoutHlthIns2015
ahrf_health,%Males18-64withoutHlthIns2014
ahrf_health,%Males18-64withoutHlthIns2013
ahrf_health,%Males18-64withoutHlthIns2012
ahrf_health,%Males18-64withoutHlthIns2011
ahrf_health,%Males18-64withoutHlthIns2010
ahrf_health,Females18-64Yrs2017
ahrf_health,Females18-64Yrs2016
ahrf_health,Females18-64Yrs2015
ahrf_health,Females18-64Yrs2014
ahrf_health,Females18-64Yrs2013
ahrf_health,Females18-64Yrs2012
ahrf_health,Females18-64Yrs2011
ahrf_health,Females18-64Yrs2010
ahrf_health,Females18-64withHealthIns2017
ahrf_health,Females18-64withHealthIns2016
ahrf_health,Females18-64withHealthIns2015
ahrf_health,Females18-64withHealthIns2014
ahrf_health,Females18-64withHealthIns2013
ahrf_health,Females18-64withHealthIns2012
ahrf_health,Females18-64withHealthIns2011
ahrf_health,Females18-64withHealthIns2010
ahrf_health,Females18-64withoutHlthIns2017
ahrf_health,Females18-64withoutHlthIns2016
ahrf_health,Females18-64withoutHlthIns2015
ahrf_health,Females18-64withoutHlthIns2014
ahrf_health,Females18-64withoutHlthIns2013
ahrf_health,Females18-64withoutHlthIns2012
ahrf_health,Females18-64withoutHlthIns2011
ahrf_health,Females18-64withoutHlthIns2010
ahrf_health,%Fmles18-64withoutHlthIns2017
ahrf_health,%Fmles18-64withoutHlthIns2016
ahrf_health,%Fmles18-64withoutHlthIns2015
ahrf_health,%Fmles18-64withoutHlthIns2014
ahrf_health,%Fmles18-64withoutHlthIns2013
ahrf_health,%Fmles18-64withoutHlthIns2012
ahrf_health,%Fmles18-64withoutHlthIns2011
ahrf_health,%Fmles18-64withoutHlthIns2010
ahrf_health,Persons18-64<=138%ofPoverty2017
ahrf_health,Persons18-64<=138%ofPoverty2016
ahrf_health,Persons18-64<=138%ofPoverty2015
ahrf_health,Persons18-64<=138%ofPoverty2014
ahrf_health,Persons18-64<=138%ofPoverty2013
ahrf_health,Persons18-64<=138%ofPoverty2012
ahrf_health,#18-64w/HlthIns<=138%Poverty2017
ahrf_health,#18-64w/HlthIns<=138%Poverty2016
ahrf_health,#18-64w/HlthIns<=138%Poverty2015
ahrf_health,#18-64w/HlthIns<=138%Poverty2014
ahrf_health,#18-64w/HlthIns<=138%Poverty2013
ahrf_health,#18-64w/HlthIns<=138%Poverty2012
ahrf_health,#18-64noHlthIns<=138%Povrty2017
ahrf_health,#18-64noHlthIns<=138%Povrty2016
ahrf_health,#18-64noHlthIns<=138%Povrty2015
ahrf_health,#18-64noHlthIns<=138%Povrty2014
ahrf_health,#18-64noHlthIns<=138%Povrty2013
ahrf_health,#18-64noHlthIns<=138%Povrty2012
ahrf_health,%18-64noHlthIns<=138%Povrty2017
ahrf_health,%18-64noHlthIns<=138%Povrty2016
ahrf_health,%18-64noHlthIns<=138%Povrty2015
ahrf_health,%18-64noHlthIns<=138%Povrty2014
ahrf_health,%18-64noHlthIns<=138%Povrty2013
ahrf_health,%18-64noHlthIns<=138%Povrty2012
ahrf_health,Persons18-64<=200%ofPoverty2017
ahrf_health,Persons18-64<=200%ofPoverty2016
ahrf_health,Persons18-64<=200%ofPoverty2015
ahrf_health,Persons18-64<=200%ofPoverty2014
ahrf_health,Persons18-64<=200%ofPoverty2013
ahrf_health,Persons18-64<=200%ofPoverty2012
ahrf_health,#18-64w/HlthIns<=200%Povrty2017
ahrf_health,#18-64w/HlthIns<=200%Povrty2016
ahrf_health,#18-64w/HlthIns<=200%Povrty2015
ahrf_health,#18-64w/HlthIns<=200%Povrty2014
ahrf_health,#18-64w/HlthIns<=200%Povrty2013
ahrf_health,#18-64w/HlthIns<=200%Povrty2012
ahrf_health,#18-64noHlthIns<=200%Povrty2017
ahrf_health,#18-64noHlthIns<=200%Povrty2016
ahrf_health,#18-64noHlthIns<=200%Povrty2015
ahrf_health,#18-64noHlthIns<=200%Povrty2014
ahrf_health,#18-64noHlthIns<=200%Povrty2013
ahrf_health,#18-64noHlthIns<=200%Povrty2012
ahrf_health,%18-64noHlthIns<=200%Povrty2017
ahrf_health,%18-64noHlthIns<=200%Povrty2016
ahrf_health,%18-64noHlthIns<=200%Povrty2015
ahrf_health,%18-64noHlthIns<=200%Povrty2014
ahrf_health,%18-64noHlthIns<=200%Povrty2013
ahrf_health,%18-64noHlthIns<=200%Povrty2012
ahrf_health,Persons18-64<=400%ofPoverty2017
ahrf_health,Persons18-64<=400%ofPoverty2016
ahrf_health,Persons18-64<=400%ofPoverty2015
ahrf_health,Persons18-64<=400%ofPoverty2014
ahrf_health,Persons18-64<=400%ofPoverty2013
ahrf_health,Persons18-64<=400%ofPoverty2012
ahrf_health,#18-64w/HlthIns<=400%Poverty2017
ahrf_health,#18-64w/HlthIns<=400%Poverty2016
ahrf_health,#18-64w/HlthIns<=400%Poverty2015
ahrf_health,#18-64w/HlthIns<=400%Poverty2014
ahrf_health,#18-64w/HlthIns<=400%Poverty2013
ahrf_health,#18-64w/HlthIns<=400%Poverty2012
ahrf_health,#18-64noHlthIns<=400%Povrty2017
ahrf_health,#18-64noHlthIns<=400%Povrty2016
ahrf_health,#18-64noHlthIns<=400%Povrty2015
ahrf_health,#18-64noHlthIns<=400%Povrty2014
ahrf_health,#18-64noHlthIns<=400%Povrty2013
ahrf_health,#18-64noHlthIns<=400%Povrty2012
ahrf_health,%18-64noHlthIns<=400%Povrty2017
ahrf_health,%18-64noHlthIns<=400%Povrty2016
ahrf_health,%18-64noHlthIns<=400%Povrty2015
ahrf_health,%18-64noHlthIns<=400%Povrty2014
ahrf_health,%18-64noHlthIns<=400%Povrty2013
ahrf_health,%18-64noHlthIns<=400%Povrty2012
ahrf_health,Persons40-64Yrs2017
ahrf_health,Persons40-64Yrs2016
ahrf_health,Persons40-64Yrs2015
ahrf_health,Persons40-64Yrs2014
ahrf_health,Persons40-64Yrs2013
ahrf_health,Persons40-64Yrs2012
ahrf_health,Persons40-64Yrs2011
ahrf_health,Persons40-64Yrs2010
ahrf_health,Pers40-64withHealthIns2017
ahrf_health,Pers40-64withHealthIns2016
ahrf_health,Pers40-64withHealthIns2015
ahrf_health,Pers40-64withHealthIns2014
ahrf_health,Pers40-64withHealthIns2013
ahrf_health,Pers40-64withHealthIns2012
ahrf_health,Pers40-64withHealthIns2011
ahrf_health,Pers40-64withHealthIns2010
ahrf_health,Pers40-64withoutHealthIns2017
ahrf_health,Pers40-64withoutHealthIns2016
ahrf_health,Pers40-64withoutHealthIns2015
ahrf_health,Pers40-64withoutHealthIns2014
ahrf_health,Pers40-64withoutHealthIns2013
ahrf_health,Pers40-64withoutHealthIns2012
ahrf_health,Pers40-64withoutHealthIns2011
ahrf_health,Pers40-64withoutHealthIns2010
ahrf_health,%40-64withoutHealthIns2017
ahrf_health,%40-64withoutHealthIns2016
ahrf_health,%40-64withoutHealthIns2015
ahrf_health,%40-64withoutHealthIns2014
ahrf_health,%40-64withoutHealthIns2013
ahrf_health,%40-64withoutHealthIns2012
ahrf_health,%40-64withoutHealthIns2011
ahrf_health,%40-64withoutHealthIns2010
ahrf_health,Males40-64Yrs2017
ahrf_health,Males40-64Yrs2016
ahrf_health,Males40-64Yrs2015
ahrf_health,Males40-64Yrs2014
ahrf_health,Males40-64Yrs2013
ahrf_health,Males40-64Yrs2012
ahrf_health,Males40-64Yrs2011
ahrf_health,Males40-64Yrs2010
ahrf_health,Males40-64withHealthIns2017
ahrf_health,Males40-64withHealthIns2016
ahrf_health,Males40-64withHealthIns2015
ahrf_health,Males40-64withHealthIns2014
ahrf_health,Males40-64withHealthIns2013
ahrf_health,Males40-64withHealthIns2012
ahrf_health,Males40-64withHealthIns2011
ahrf_health,Males40-64withHealthIns2010
ahrf_health,Males40-64withoutHealthIns2017
ahrf_health,Males40-64withoutHealthIns2016
ahrf_health,Males40-64withoutHealthIns2015
ahrf_health,Males40-64withoutHealthIns2014
ahrf_health,Males40-64withoutHealthIns2013
ahrf_health,Males40-64withoutHealthIns2012
ahrf_health,Males40-64withoutHealthIns2011
ahrf_health,Males40-64withoutHealthIns2010
ahrf_health,%Males40-64withoutHlthIns2017
ahrf_health,%Males40-64withoutHlthIns2016
ahrf_health,%Males40-64withoutHlthIns2015
ahrf_health,%Males40-64withoutHlthIns2014
ahrf_health,%Males40-64withoutHlthIns2013
ahrf_health,%Males40-64withoutHlthIns2012
ahrf_health,%Males40-64withoutHlthIns2011
ahrf_health,%Males40-64withoutHlthIns2010
ahrf_health,Females40-64Yrs2017
ahrf_health,Females40-64Yrs2016
ahrf_health,Females40-64Yrs2015
ahrf_health,Females40-64Yrs2014
ahrf_health,Females40-64Yrs2013
ahrf_health,Females40-64Yrs2012
ahrf_health,Females40-64Yrs2011
ahrf_health,Females40-64Yrs2010
ahrf_health,Females40-64withHealthIns2017
ahrf_health,Females40-64withHealthIns2016
ahrf_health,Females40-64withHealthIns2015
ahrf_health,Females40-64withHealthIns2014
ahrf_health,Females40-64withHealthIns2013
ahrf_health,Females40-64withHealthIns2012
ahrf_health,Females40-64withHealthIns2011
ahrf_health,Females40-64withHealthIns2010
ahrf_health,Females40-64withoutHlthIns2017
ahrf_health,Females40-64withoutHlthIns2016
ahrf_health,Females40-64withoutHlthIns2015
ahrf_health,Females40-64withoutHlthIns2014
ahrf_health,Females40-64withoutHlthIns2013
ahrf_health,Females40-64withoutHlthIns2012
ahrf_health,Females40-64withoutHlthIns2011
ahrf_health,Females40-64withoutHlthIns2010
ahrf_health,%Fmles40-64withoutHlthIns2017
ahrf_health,%Fmles40-64withoutHlthIns2016
ahrf_health,%Fmles40-64withoutHlthIns2015
ahrf_health,%Fmles40-64withoutHlthIns2014
ahrf_health,%Fmles40-64withoutHlthIns2013
ahrf_health,%Fmles40-64withoutHlthIns2012
ahrf_health,%Fmles40-64withoutHlthIns2011
ahrf_health,%Fmles40-64withoutHlthIns2010
ahrf_health,Persons<19Yrs2017
ahrf_health,Persons<19Yrs2016
ahrf_health,Persons<19Yrs2015
ahrf_health,Persons<19Yrs2014
ahrf_health,Persons<19Yrs2013
ahrf_health,Persons<19Yrs2012
ahrf_health,Persons<19Yrs2011
ahrf_health,Persons<19Yrs2010
ahrf_health,Pers<19withHealthInsurance2017
ahrf_health,Pers<19withHealthInsurance2016
ahrf_health,Pers<19withHealthInsurance2015
ahrf_health,Pers<19withHealthInsurance2014
ahrf_health,Pers<19withHealthInsurance2013
ahrf_health,Pers<19withHealthInsurance2012
ahrf_health,Pers<19withHealthInsurance2011
ahrf_health,Pers<19withHealthInsurance2010
ahrf_health,Pers<19withoutHealthIns2017
ahrf_health,Pers<19withoutHealthIns2016
ahrf_health,Pers<19withoutHealthIns2015
ahrf_health,Pers<19withoutHealthIns2014
ahrf_health,Pers<19withoutHealthIns2013
ahrf_health,Pers<19withoutHealthIns2012
ahrf_health,Pers<19withoutHealthIns2011
ahrf_health,Pers<19withoutHealthIns2010
ahrf_health,%<19withoutHealthInsurance2017
ahrf_health,%<19withoutHealthInsurance2016
ahrf_health,%<19withoutHealthInsurance2015
ahrf_health,%<19withoutHealthInsurance2014
ahrf_health,%<19withoutHealthInsurance2013
ahrf_health,%<19withoutHealthInsurance2012
ahrf_health,%<19withoutHealthInsurance2011
ahrf_health,%<19withoutHealthInsurance2010
ahrf_health,Persons<19<=138%ofPoverty2017
ahrf_health,Persons<19<=138%ofPoverty2016
ahrf_health,Persons<19<=138%ofPoverty2015
ahrf_health,Persons<19<=138%ofPoverty2014
ahrf_health,Persons<19<=138%ofPoverty2013
ahrf_health,Persons<19<=138%ofPoverty2012
ahrf_health,#<19w/HlthIns<=138%Poverty2017
ahrf_health,#<19w/HlthIns<=138%Poverty2016
ahrf_health,#<19w/HlthIns<=138%Poverty2015
ahrf_health,#<19w/HlthIns<=138%Poverty2014
ahrf_health,#<19w/HlthIns<=138%Poverty2013
ahrf_health,#<19w/HlthIns<=138%Poverty2012
ahrf_health,#<19noHlthIns<=138%Poverty2017
ahrf_health,#<19noHlthIns<=138%Poverty2016
ahrf_health,#<19noHlthIns<=138%Poverty2015
ahrf_health,#<19noHlthIns<=138%Poverty2014
ahrf_health,#<19noHlthIns<=138%Poverty2013
ahrf_health,#<19noHlthIns<=138%Poverty2012
ahrf_health,%<19noHlthIns<=138%Poverty2017
ahrf_health,%<19noHlthIns<=138%Poverty2016
ahrf_health,%<19noHlthIns<=138%Poverty2015
ahrf_health,%<19noHlthIns<=138%Poverty2014
ahrf_health,%<19noHlthIns<=138%Poverty2013
ahrf_health,%<19noHlthIns<=138%Poverty2012
ahrf_health,Persons<19<=200%ofPoverty2017
ahrf_health,Persons<19<=200%ofPoverty2016
ahrf_health,Persons<19<=200%ofPoverty2015
ahrf_health,Persons<19<=200%ofPoverty2014
ahrf_health,Persons<19<=200%ofPoverty2013
ahrf_health,Persons<19<=200%ofPoverty2012
ahrf_health,#<19w/HlthIns<=200%Poverty2017
ahrf_health,#<19w/HlthIns<=200%Poverty2016
ahrf_health,#<19w/HlthIns<=200%Poverty2015
ahrf_health,#<19w/HlthIns<=200%Poverty2014
ahrf_health,#<19w/HlthIns<=200%Poverty2013
ahrf_health,#<19w/HlthIns<=200%Poverty2012
ahrf_health,#<19noHlthIns<=200%Poverty2017
ahrf_health,#<19noHlthIns<=200%Poverty2016
ahrf_health,#<19noHlthIns<=200%Poverty2015
ahrf_health,#<19noHlthIns<=200%Poverty2014
ahrf_health,#<19noHlthIns<=200%Poverty2013
ahrf_health,#<19noHlthIns<=200%Poverty2012
ahrf_health,%<19noHlthIns<=200%Poverty2017
ahrf_health,%<19noHlthIns<=200%Poverty2016
ahrf_health,%<19noHlthIns<=200%Poverty2015
ahrf_health,%<19noHlthIns<=200%Poverty2014
ahrf_health,%<19noHlthIns<=200%Poverty2013
ahrf_health,%<19noHlthIns<=200%Poverty2012
ahrf_health,Persons<19<=400%ofPoverty2017
ahrf_health,Persons<19<=400%ofPoverty2016
ahrf_health,Persons<19<=400%ofPoverty2015
ahrf_health,Persons<19<=400%ofPoverty2014
ahrf_health,Persons<19<=400%ofPoverty2013
ahrf_health,Persons<19<=400%ofPoverty2012
ahrf_health,#<19w/HlthIns<=400%Poverty2017
ahrf_health,#<19w/HlthIns<=400%Poverty2016
ahrf_health,#<19w/HlthIns<=400%Poverty2015
ahrf_health,#<19w/HlthIns<=400%Poverty2014
ahrf_health,#<19w/HlthIns<=400%Poverty2013
ahrf_health,#<19w/HlthIns<=400%Poverty2012
ahrf_health,#<19noHlthIns<=400%Poverty2017
ahrf_health,#<19noHlthIns<=400%Poverty2016
ahrf_health,#<19noHlthIns<=400%Poverty2015
ahrf_health,#<19noHlthIns<=400%Poverty2014
ahrf_health,#<19noHlthIns<=400%Poverty2013
ahrf_health,#<19noHlthIns<=400%Poverty2012
ahrf_health,%<19noHlthIns<=400%Poverty2017
ahrf_health,%<19noHlthIns<=400%Poverty2016
ahrf_health,%<19noHlthIns<=400%Poverty2015
ahrf_health,%<19noHlthIns<=400%Poverty2014
ahrf_health,%<19noHlthIns<=400%Poverty2013
ahrf_health,%<19noHlthIns<=400%Poverty2012
ahrf_health,HlthInsMarketplaceEnrollees2018
ahrf_health,HlthInsMarketplaceEnrollees2017
ahrf_health,HlthInsMarketplaceEnrollees2016
ahrf_health,HlthInsMarketplaceEnrollees2015
ahrf_health,MarketplaceEnrollees<182018
ahrf_health,MarketplaceEnrollees<182017
ahrf_health,MarketplaceEnrollees<182016
ahrf_health,MarketplaceEnrollees<182015
ahrf_health,MarketplaceEnrollees18-252018
ahrf_health,MarketplaceEnrollees18-252017
ahrf_health,MarketplaceEnrollees18-252016
ahrf_health,MarketplaceEnrollees18-252015
ahrf_health,MarketplaceEnrollees26-342018
ahrf_health,MarketplaceEnrollees26-342017
ahrf_health,MarketplaceEnrollees26-342016
ahrf_health,MarketplaceEnrollees26-342015
ahrf_health,MarketplaceEnrollees35-442018
ahrf_health,MarketplaceEnrollees35-442017
ahrf_health,MarketplaceEnrollees35-442016
ahrf_health,MarketplaceEnrollees35-442015
ahrf_health,MarketplaceEnrollees45-542018
ahrf_health,MarketplaceEnrollees45-542017
ahrf_health,MarketplaceEnrollees45-542016
ahrf_health,MarketplaceEnrollees45-542015
ahrf_health,MarketplaceEnrollees55-642018
ahrf_health,MarketplaceEnrollees55-642017
ahrf_health,MarketplaceEnrollees55-642016
ahrf_health,MarketplaceEnrollees55-642015
ahrf_health,MarketplaceEnrollees65+2018
ahrf_health,MarketplaceEnrollees65+2017
ahrf_health,MarketplaceEnrollees65+2016
ahrf_health,MarketplaceEnrollees65+2015
ahrf_health,MarketplaceEnrolleesUnkAge2016
ahrf_health,MarketplaceEnrolleesUnkAge2015
ahrf_health,"MarketplaceEnrollees,Male2018"
ahrf_health,"MarketplaceEnrollees,Female2018"
ahrf_health,"MarketplaceEnrollees,NewCons2018"
ahrf_health,"MarketplaceEnrollees,NewCons2017"
ahrf_health,"MarketplaceEnrollees,NewCons2016"
ahrf_health,"MarketplaceEnrollees,NewCons2015"
ahrf_health,"MarketplaceEnrollees,ActiveEnrl2018"
ahrf_health,"MarketplaceEnrollees,ActiveEnrl2017"
ahrf_health,"MarketplaceEnrollees,ActiveEnrl2016"
ahrf_health,"MarketplaceEnrollees,ActiveEnrl2015"
ahrf_health,"MarketplaceEnrollees,AutoEnrl2018"
ahrf_health,"MarketplaceEnrollees,AutoEnrl2017"
ahrf_health,"MarketplaceEnrollees,AutoEnrl2016"
ahrf_health,"MarketplaceEnrollees,AutoEnrl2015"
ahrf_health,"MarketplaceEnrollees,HHldInc<100%ofFPL2016"
ahrf_health,"MarketplaceEnrollees,HHldInc<100%ofFPL2015"
ahrf_health,"MarketplaceEnrollees,HHldInc100%to150%ofFPL2018"
ahrf_health,"MarketplaceEnrollees,HHldInc100%to150%ofFPL2017"
ahrf_health,"MarketplaceEnrollees,HHldInc100%to150%ofFPL2016"
ahrf_health,"MarketplaceEnrollees,HHldInc100%to150%ofFPL2015"
ahrf_health,"MarketplaceEnrollees,HHldInc>150%to200%ofFPL2018"
ahrf_health,"MarketplaceEnrollees,HHldInc>150%to200%ofFPL2017"
ahrf_health,"MarketplaceEnrollees,HHldInc>150%to200%ofFPL2016"
ahrf_health,"MarketplaceEnrollees,HHldInc>150%to200%ofFPL2015"
ahrf_health,"MarketplaceEnrollees,HHldInc>200%to250%ofFPL2018"
ahrf_health,"MarketplaceEnrollees,HHldInc>200%to250%ofFPL2017"
ahrf_health,"MarketplaceEnrollees,HHldInc>200%to250%ofFPL2016"
ahrf_health,"MarketplaceEnrollees,HHldInc>200%to250%ofFPL2015"
ahrf_health,"MarketplaceEnrollees,HHldInc>250%to300%ofFPL2018"
ahrf_health,"MarketplaceEnrollees,HHldInc>250%to300%ofFPL2017"
ahrf_health,"MarketplaceEnrollees,HHldInc>250%to300%ofFPL2016"
ahrf_health,"MarketplaceEnrollees,HHldInc>250%to300%ofFPL2015"
ahrf_health,"MarketplaceEnrollees,HHldInc>300%to400%ofFPL2018"
ahrf_health,"MarketplaceEnrollees,HHldInc>300%to400%ofFPL2017"
ahrf_health,"MarketplaceEnrollees,HHldInc>300%to400%ofFPL2016"
ahrf_health,"MarketplaceEnrollees,HHldInc>300%to400%ofFPL2015"
ahrf_health,"MarketplaceEnrollees,HHldInc>400%ofFPL2016"
ahrf_health,"MarketplaceEnrollees,HHldInc>400%ofFPL2015"
ahrf_health,"MarketplaceEnrollees,OtherFederalPovertyLevel2018"
ahrf_health,"MarketplaceEnrollees,OtherHHldInc2017"
ahrf_health,"MarketplaceEnrollees,HHldIncUnknown2016"
ahrf_health,"MarketplaceEnrollees,HHldIncUnknown2015"
ahrf_health,"MarketplaceEnrollees,NoFinancialAssistanceRequested2018"
ahrf_health,Hhldsw/SocialSecurityInc2013-17
ahrf_health,Hhldsw/SocialSecurityInc2011-15
ahrf_health,Hhldsw/SupplSecurityInc(SSI)2013-17
ahrf_health,Hhldsw/SupplSecurityInc(SSI)2011-15
ahrf_health,Hhldsw/PublicAssistanceInc2013-17
ahrf_health,Hhldsw/PublicAssistanceInc2011-15
ahrf_health,Persons25+Yrs2013-17
ahrf_health,Persons25+Yrs2011-15
ahrf_health,Persons25+Yrs-White2013-17
ahrf_health,Persons25+Yrs-White2011-15
ahrf_health,Persons25+Yrs-Black/AfrAm2013-17
ahrf_health,Persons25+Yrs-Black/AfrAm2011-15
ahrf_health,Persons25+Yrs-AIAN2013-17
ahrf_health,Persons25+Yrs-AIAN2011-15
ahrf_health,Persons25+Yrs-Asian2013-17
ahrf_health,Persons25+Yrs-Asian2011-15
ahrf_health,Persons25+Yrs-NHPI2013-17
ahrf_health,Persons25+Yrs-NHPI2011-15
ahrf_health,Persons25+Yrs-SomeOtherRace2013-17
ahrf_health,Persons25+Yrs-SomeOtherRace2011-15
ahrf_health,Persons25+Yrs-Two+Races2013-17
ahrf_health,Persons25+Yrs-Two+Races2011-15
ahrf_health,Persons25+Yrs-Hispanic/Latino2013-17
ahrf_health,Persons25+Yrs-Hispanic/Latino2011-15
ahrf_health,Persons25+Yrs-Whitenon/Hisp2013-17
ahrf_health,Persons25+Yrs-Whitenon/Hisp2011-15
ahrf_health,Persons25+Yrsw/<HSDiploma2013-17
ahrf_health,Persons25+Yrsw/<HSDiploma2011-15
ahrf_health,Persons25+w/HSDiplorMore2013-17
ahrf_health,Persons25+w/HSDiplorMore2011-15
ahrf_health,Persons25+w/4+YrsCollege2013-17
ahrf_health,Persons25+w/4+YrsCollege2011-15
ahrf_health,Pers25+w/<HSDiploma-White2013-17
ahrf_health,Pers25+w/<HSDiploma-White2011-15
ahrf_health,Pers25+w/<HSDiploma-Bl/AA2013-17
ahrf_health,Pers25+w/<HSDiploma-Bl/AA2011-15
ahrf_health,Pers25+w/<HSDiploma-AIAN2013-17
ahrf_health,Pers25+w/<HSDiploma-AIAN2011-15
ahrf_health,Pers25+w/<HSDiploma-Asian2013-17
ahrf_health,Pers25+w/<HSDiploma-Asian2011-15
ahrf_health,Pers25+w/<HSDiploma-NHPI2013-17
ahrf_health,Pers25+w/<HSDiploma-NHPI2011-15
ahrf_health,Pers25+w/<HSDiploma-OthRace2013-17
ahrf_health,Pers25+w/<HSDiploma-OthRace2011-15
ahrf_health,Pers25+w/<HSDiploma-2+Races2013-17
ahrf_health,Pers25+w/<HSDiploma-2+Races2011-15
ahrf_health,Pers25+w/<HSDiploma-Hisp/Lat2013-17
ahrf_health,Pers25+w/<HSDiploma-Hisp/Lat2011-15
ahrf_health,Pers25+w/<HSDipl-Whnon/Hisp2013-17
ahrf_health,Pers25+w/<HSDipl-Whnon/Hisp2011-15
ahrf_health,Pers25+w/HSDiplormore-Wh2013-17
ahrf_health,Pers25+w/HSDiplormore-Wh2011-15
ahrf_health,Pers25+w/HSDipl/more-Bl/AA2013-17
ahrf_health,Pers25+w/HSDipl/more-Bl/AA2011-15
ahrf_health,Pers25+w/HSDiplormore-AIAN2013-17
ahrf_health,Pers25+w/HSDiplormore-AIAN2011-15
ahrf_health,Pers25+w/HSDiplormore-Asia2013-17
ahrf_health,Pers25+w/HSDiplormore-Asia2011-15
ahrf_health,Pers25+w/HSDiplormore-NHPI2013-17
ahrf_health,Pers25+w/HSDiplormore-NHPI2011-15
