"countyname","fipscounty","neighborname","fipsneighbor"
"Calhoun County, WV","54013","Wirt County, WV","54105"
"Clay County, WV","54015","Braxton County, WV","54007"
"Clay County, WV","54015","Calhoun County, WV","54013"
"Clay County, WV","54015","Clay County, WV","54015"
"Clay County, WV","54015","Kanawha County, WV","54039"
"Clay County, WV","54015","Nicholas County, WV","54067"
"Clay County, WV","54015","Roane County, WV","54087"
"Doddridge County, WV","54017","Doddridge County, WV","54017"
"Doddridge County, WV","54017","Gilmer County, WV","54021"
"Doddridge County, WV","54017","Harrison County, WV","54033"
"Doddridge County, WV","54017","Lewis County, WV","54041"
"Doddridge County, WV","54017","Ritchie County, WV","54085"
"Doddridge County, WV","54017","Tyler County, WV","54095"
"Doddridge County, WV","54017","Wetzel County, WV","54103"
"Fayette County, WV","54019","Fayette County, WV","54019"
"Fayette County, WV","54019","Greenbrier County, WV","54025"
"Fayette County, WV","54019","Kanawha County, WV","54039"
"Fayette County, WV","54019","Nicholas County, WV","54067"
"Fayette County, WV","54019","Raleigh County, WV","54081"
"Fayette County, WV","54019","Summers County, WV","54089"
"Gilmer County, WV","54021","Braxton County, WV","54007"
"Gilmer County, WV","54021","Calhoun County, WV","54013"
"Gilmer County, WV","54021","Doddridge County, WV","54017"
"Gilmer County, WV","54021","Gilmer County, WV","54021"
"Gilmer County, WV","54021","Lewis County, WV","54041"
"Gilmer County, WV","54021","Ritchie County, WV","54085"
"Grant County, WV","54023","Garrett County, MD","24023"
"Grant County, WV","54023","Grant County, WV","54023"
"Grant County, WV","54023","Hampshire County, WV","54027"
"Grant County, WV","54023","Hardy County, WV","54031"
"Grant County, WV","54023","Mineral County, WV","54057"
"Grant County, WV","54023","Pendleton County, WV","54071"
"Grant County, WV","54023","Preston County, WV","54077"
"Grant County, WV","54023","Randolph County, WV","54083"
"Grant County, WV","54023","Tucker County, WV","54093"
"Greenbrier County, WV","54025","Alleghany County, VA","51005"
"Greenbrier County, WV","54025","Bath County, VA","51017"
"Greenbrier County, WV","54025","Fayette County, WV","54019"
"Greenbrier County, WV","54025","Greenbrier County, WV","54025"
"Greenbrier County, WV","54025","Monroe County, WV","54063"
"Greenbrier County, WV","54025","Nicholas County, WV","54067"
"Greenbrier County, WV","54025","Pocahontas County, WV","54075"
"Greenbrier County, WV","54025","Summers County, WV","54089"
"Greenbrier County, WV","54025","Webster County, WV","54101"
"Hampshire County, WV","54027","Allegany County, MD","24001"
"Hampshire County, WV","54027","Frederick County, VA","51069"
"Hampshire County, WV","54027","Grant County, WV","54023"
"Hampshire County, WV","54027","Hampshire County, WV","54027"
"Hampshire County, WV","54027","Hardy County, WV","54031"
"Hampshire County, WV","54027","Mineral County, WV","54057"
"Hampshire County, WV","54027","Morgan County, WV","54065"
"Hancock County, WV","54029","Columbiana County, OH","39029"
"Hancock County, WV","54029","Jefferson County, OH","39081"
"Hancock County, WV","54029","Beaver County, PA","42007"
"Hancock County, WV","54029","Washington County, PA","42125"
"Hancock County, WV","54029","Brooke County, WV","54009"
"Hancock County, WV","54029","Hancock County, WV","54029"
"Hardy County, WV","54031","Frederick County, VA","51069"
"Hardy County, WV","54031","Rockingham County, VA","51165"
"Hardy County, WV","54031","Shenandoah County, VA","51171"
"Hardy County, WV","54031","Grant County, WV","54023"
"Hardy County, WV","54031","Hampshire County, WV","54027"
"Hardy County, WV","54031","Hardy County, WV","54031"
"Hardy County, WV","54031","Mineral County, WV","54057"
"Hardy County, WV","54031","Pendleton County, WV","54071"
"Harrison County, WV","54033","Barbour County, WV","54001"
"Harrison County, WV","54033","Doddridge County, WV","54017"
"Harrison County, WV","54033","Harrison County, WV","54033"
"Harrison County, WV","54033","Lewis County, WV","54041"
"Harrison County, WV","54033","Marion County, WV","54049"
"Harrison County, WV","54033","Taylor County, WV","54091"
"Harrison County, WV","54033","Upshur County, WV","54097"
"Harrison County, WV","54033","Wetzel County, WV","54103"
"Jackson County, WV","54035","Meigs County, OH","39105"
"Jackson County, WV","54035","Jackson County, WV","54035"
"Jackson County, WV","54035","Kanawha County, WV","54039"
"Jackson County, WV","54035","Mason County, WV","54053"
"Jackson County, WV","54035","Putnam County, WV","54079"
"Jackson County, WV","54035","Roane County, WV","54087"
"Jackson County, WV","54035","Wirt County, WV","54105"
"Jackson County, WV","54035","Wood County, WV","54107"
"Jefferson County, WV","54037","Washington County, MD","24043"
"Jefferson County, WV","54037","Clarke County, VA","51043"
"Jefferson County, WV","54037","Frederick County, VA","51069"
"Jefferson County, WV","54037","Loudoun County, VA","51107"
"Jefferson County, WV","54037","Berkeley County, WV","54003"
"Jefferson County, WV","54037","Jefferson County, WV","54037"
"Kanawha County, WV","54039","Boone County, WV","54005"
"Kanawha County, WV","54039","Clay County, WV","54015"
"Kanawha County, WV","54039","Fayette County, WV","54019"
"Kanawha County, WV","54039","Jackson County, WV","54035"
"Kanawha County, WV","54039","Kanawha County, WV","54039"
"Kanawha County, WV","54039","Lincoln County, WV","54043"
"Kanawha County, WV","54039","Nicholas County, WV","54067"
"Kanawha County, WV","54039","Putnam County, WV","54079"
"Kanawha County, WV","54039","Raleigh County, WV","54081"
"Kanawha County, WV","54039","Roane County, WV","54087"
"Lewis County, WV","54041","Braxton County, WV","54007"
"Lewis County, WV","54041","Doddridge County, WV","54017"
"Lewis County, WV","54041","Gilmer County, WV","54021"
"Lewis County, WV","54041","Harrison County, WV","54033"
"Lewis County, WV","54041","Lewis County, WV","54041"
"Lewis County, WV","54041","Upshur County, WV","54097"
"Lewis County, WV","54041","Webster County, WV","54101"
"Lincoln County, WV","54043","Boone County, WV","54005"
"Lincoln County, WV","54043","Cabell County, WV","54011"
"Lincoln County, WV","54043","Kanawha County, WV","54039"
"Lincoln County, WV","54043","Lincoln County, WV","54043"
"Lincoln County, WV","54043","Logan County, WV","54045"
"Lincoln County, WV","54043","Mingo County, WV","54059"
"Lincoln County, WV","54043","Putnam County, WV","54079"
"Lincoln County, WV","54043","Wayne County, WV","54099"
"Logan County, WV","54045","Boone County, WV","54005"
"Logan County, WV","54045","Lincoln County, WV","54043"
"Logan County, WV","54045","Logan County, WV","54045"
"Logan County, WV","54045","Mingo County, WV","54059"
"Logan County, WV","54045","Wyoming County, WV","54109"
"McDowell County, WV","54047","Buchanan County, VA","51027"
"McDowell County, WV","54047","Tazewell County, VA","51185"
"McDowell County, WV","54047","McDowell County, WV","54047"
"McDowell County, WV","54047","Mercer County, WV","54055"
"McDowell County, WV","54047","Mingo County, WV","54059"
"McDowell County, WV","54047","Wyoming County, WV","54109"
"Marion County, WV","54049","Harrison County, WV","54033"
"Marion County, WV","54049","Marion County, WV","54049"
"Marion County, WV","54049","Monongalia County, WV","54061"
"Marion County, WV","54049","Taylor County, WV","54091"
"Marion County, WV","54049","Wetzel County, WV","54103"
"Marshall County, WV","54051","Belmont County, OH","39013"
"Marshall County, WV","54051","Monroe County, OH","39111"
"Marshall County, WV","54051","Greene County, PA","42059"
"Marshall County, WV","54051","Washington County, PA","42125"
"Marshall County, WV","54051","Marshall County, WV","54051"
"Marshall County, WV","54051","Ohio County, WV","54069"
"Marshall County, WV","54051","Wetzel County, WV","54103"
"Mason County, WV","54053","Gallia County, OH","39053"
"Mason County, WV","54053","Meigs County, OH","39105"
"Mason County, WV","54053","Cabell County, WV","54011"
"Mason County, WV","54053","Jackson County, WV","54035"
"Mason County, WV","54053","Mason County, WV","54053"
"Mason County, WV","54053","Putnam County, WV","54079"
"Mercer County, WV","54055","Bland County, VA","51021"
"Mercer County, WV","54055","Giles County, VA","51071"
"Mercer County, WV","54055","Tazewell County, VA","51185"
"Mercer County, WV","54055","McDowell County, WV","54047"
"Mercer County, WV","54055","Mercer County, WV","54055"
"Mercer County, WV","54055","Raleigh County, WV","54081"
"Mercer County, WV","54055","Summers County, WV","54089"
"Mercer County, WV","54055","Wyoming County, WV","54109"
"Mineral County, WV","54057","Allegany County, MD","24001"
"Mineral County, WV","54057","Garrett County, MD","24023"
"Mineral County, WV","54057","Grant County, WV","54023"
"Mineral County, WV","54057","Hampshire County, WV","54027"
"Mineral County, WV","54057","Hardy County, WV","54031"
"Mineral County, WV","54057","Mineral County, WV","54057"
"Mingo County, WV","54059","Martin County, KY","21159"
"Mingo County, WV","54059","Pike County, KY","21195"
"Mingo County, WV","54059","Buchanan County, VA","51027"
"Mingo County, WV","54059","Lincoln County, WV","54043"
"Mingo County, WV","54059","Logan County, WV","54045"
"Mingo County, WV","54059","McDowell County, WV","54047"
"Mingo County, WV","54059","Mingo County, WV","54059"
"Mingo County, WV","54059","Wayne County, WV","54099"
"Mingo County, WV","54059","Wyoming County, WV","54109"
"Monongalia County, WV","54061","Fayette County, PA","42051"
"Monongalia County, WV","54061","Greene County, PA","42059"
"Monongalia County, WV","54061","Marion County, WV","54049"
"Monongalia County, WV","54061","Monongalia County, WV","54061"
"Monongalia County, WV","54061","Preston County, WV","54077"
"Monongalia County, WV","54061","Taylor County, WV","54091"
"Monongalia County, WV","54061","Wetzel County, WV","54103"
"Monroe County, WV","54063","Alleghany County, VA","51005"
"Monroe County, WV","54063","Craig County, VA","51045"
"Monroe County, WV","54063","Giles County, VA","51071"
"Monroe County, WV","54063","Greenbrier County, WV","54025"
"Monroe County, WV","54063","Monroe County, WV","54063"
"Monroe County, WV","54063","Summers County, WV","54089"
"Morgan County, WV","54065","Allegany County, MD","24001"
"Morgan County, WV","54065","Washington County, MD","24043"
"Morgan County, WV","54065","Frederick County, VA","51069"
"Morgan County, WV","54065","Berkeley County, WV","54003"
"Morgan County, WV","54065","Hampshire County, WV","54027"
"Morgan County, WV","54065","Morgan County, WV","54065"
"Nicholas County, WV","54067","Braxton County, WV","54007"
"Nicholas County, WV","54067","Clay County, WV","54015"
"Nicholas County, WV","54067","Fayette County, WV","54019"
"Nicholas County, WV","54067","Greenbrier County, WV","54025"
"Nicholas County, WV","54067","Kanawha County, WV","54039"
"Nicholas County, WV","54067","Nicholas County, WV","54067"
"Nicholas County, WV","54067","Webster County, WV","54101"
"Ohio County, WV","54069","Belmont County, OH","39013"
"Ohio County, WV","54069","Jefferson County, OH","39081"
"Ohio County, WV","54069","Washington County, PA","42125"
"Ohio County, WV","54069","Brooke County, WV","54009"
"Ohio County, WV","54069","Marshall County, WV","54051"
"Ohio County, WV","54069","Ohio County, WV","54069"
"Pendleton County, WV","54071","Augusta County, VA","51015"
"Pendleton County, WV","54071","Highland County, VA","51091"
"Pendleton County, WV","54071","Rockingham County, VA","51165"
"Pendleton County, WV","54071","Grant County, WV","54023"
"Pendleton County, WV","54071","Hardy County, WV","54031"
"Pendleton County, WV","54071","Pendleton County, WV","54071"
"Pendleton County, WV","54071","Pocahontas County, WV","54075"
"Pendleton County, WV","54071","Randolph County, WV","54083"
"Pleasants County, WV","54073","Washington County, OH","39167"
"Pleasants County, WV","54073","Pleasants County, WV","54073"
"Pleasants County, WV","54073","Ritchie County, WV","54085"
"Pleasants County, WV","54073","Tyler County, WV","54095"
"Pleasants County, WV","54073","Wood County, WV","54107"
"Pocahontas County, WV","54075","Bath County, VA","51017"
"Pocahontas County, WV","54075","Highland County, VA","51091"
"Pocahontas County, WV","54075","Greenbrier County, WV","54025"
"Pocahontas County, WV","54075","Pendleton County, WV","54071"
"Pocahontas County, WV","54075","Pocahontas County, WV","54075"
"Pocahontas County, WV","54075","Randolph County, WV","54083"
"Pocahontas County, WV","54075","Webster County, WV","54101"
"Preston County, WV","54077","Garrett County, MD","24023"
"Preston County, WV","54077","Fayette County, PA","42051"
"Preston County, WV","54077","Barbour County, WV","54001"
"Preston County, WV","54077","Grant County, WV","54023"
"Preston County, WV","54077","Monongalia County, WV","54061"
"Preston County, WV","54077","Preston County, WV","54077"
"Preston County, WV","54077","Taylor County, WV","54091"
"Preston County, WV","54077","Tucker County, WV","54093"
"Putnam County, WV","54079","Cabell County, WV","54011"
"Putnam County, WV","54079","Jackson County, WV","54035"
"Putnam County, WV","54079","Kanawha County, WV","54039"
"Putnam County, WV","54079","Lincoln County, WV","54043"
"Putnam County, WV","54079","Mason County, WV","54053"
"Putnam County, WV","54079","Putnam County, WV","54079"
"Raleigh County, WV","54081","Boone County, WV","54005"
"Raleigh County, WV","54081","Fayette County, WV","54019"
"Raleigh County, WV","54081","Kanawha County, WV","54039"
"Raleigh County, WV","54081","Mercer County, WV","54055"
"Raleigh County, WV","54081","Raleigh County, WV","54081"
"Raleigh County, WV","54081","Summers County, WV","54089"
"Raleigh County, WV","54081","Wyoming County, WV","54109"
"Randolph County, WV","54083","Barbour County, WV","54001"
"Randolph County, WV","54083","Grant County, WV","54023"
"Randolph County, WV","54083","Pendleton County, WV","54071"
"Randolph County, WV","54083","Pocahontas County, WV","54075"
"Randolph County, WV","54083","Randolph County, WV","54083"
"Randolph County, WV","54083","Tucker County, WV","54093"
"Randolph County, WV","54083","Upshur County, WV","54097"
"Randolph County, WV","54083","Webster County, WV","54101"
"Ritchie County, WV","54085","Calhoun County, WV","54013"
"Ritchie County, WV","54085","Doddridge County, WV","54017"
"Ritchie County, WV","54085","Gilmer County, WV","54021"
"Ritchie County, WV","54085","Pleasants County, WV","54073"
"Ritchie County, WV","54085","Ritchie County, WV","54085"
"Ritchie County, WV","54085","Tyler County, WV","54095"
"Ritchie County, WV","54085","Wirt County, WV","54105"
"Ritchie County, WV","54085","Wood County, WV","54107"
"Roane County, WV","54087","Calhoun County, WV","54013"
"Roane County, WV","54087","Clay County, WV","54015"
"Roane County, WV","54087","Jackson County, WV","54035"
"Roane County, WV","54087","Kanawha County, WV","54039"
"Roane County, WV","54087","Roane County, WV","54087"
"Roane County, WV","54087","Wirt County, WV","54105"
"Summers County, WV","54089","Giles County, VA","51071"
"Summers County, WV","54089","Fayette County, WV","54019"
"Summers County, WV","54089","Greenbrier County, WV","54025"
"Summers County, WV","54089","Mercer County, WV","54055"
"Summers County, WV","54089","Monroe County, WV","54063"
"Summers County, WV","54089","Raleigh County, WV","54081"
"Summers County, WV","54089","Summers County, WV","54089"
"Taylor County, WV","54091","Barbour County, WV","54001"
"Taylor County, WV","54091","Harrison County, WV","54033"
"Taylor County, WV","54091","Marion County, WV","54049"
"Taylor County, WV","54091","Monongalia County, WV","54061"
"Taylor County, WV","54091","Preston County, WV","54077"
"Taylor County, WV","54091","Taylor County, WV","54091"
"Tucker County, WV","54093","Barbour County, WV","54001"
"Tucker County, WV","54093","Grant County, WV","54023"
"Tucker County, WV","54093","Preston County, WV","54077"
"Tucker County, WV","54093","Randolph County, WV","54083"
"Tucker County, WV","54093","Tucker County, WV","54093"
"Tyler County, WV","54095","Monroe County, OH","39111"
"Tyler County, WV","54095","Washington County, OH","39167"
"Tyler County, WV","54095","Doddridge County, WV","54017"
"Tyler County, WV","54095","Pleasants County, WV","54073"
"Tyler County, WV","54095","Ritchie County, WV","54085"
"Tyler County, WV","54095","Tyler County, WV","54095"
"Tyler County, WV","54095","Wetzel County, WV","54103"
"Upshur County, WV","54097","Barbour County, WV","54001"
"Upshur County, WV","54097","Harrison County, WV","54033"
"Upshur County, WV","54097","Lewis County, WV","54041"
"Upshur County, WV","54097","Randolph County, WV","54083"
"Upshur County, WV","54097","Upshur County, WV","54097"
"Upshur County, WV","54097","Webster County, WV","54101"
"Wayne County, WV","54099","Boyd County, KY","21019"
"Wayne County, WV","54099","Lawrence County, KY","21127"
"Wayne County, WV","54099","Martin County, KY","21159"
"Wayne County, WV","54099","Lawrence County, OH","39087"
"Wayne County, WV","54099","Cabell County, WV","54011"
"Wayne County, WV","54099","Lincoln County, WV","54043"
"Wayne County, WV","54099","Mingo County, WV","54059"
"Wayne County, WV","54099","Wayne County, WV","54099"
"Webster County, WV","54101","Braxton County, WV","54007"
"Webster County, WV","54101","Greenbrier County, WV","54025"
"Webster County, WV","54101","Lewis County, WV","54041"
"Webster County, WV","54101","Nicholas County, WV","54067"
"Webster County, WV","54101","Pocahontas County, WV","54075"
"Webster County, WV","54101","Randolph County, WV","54083"
"Webster County, WV","54101","Upshur County, WV","54097"
"Webster County, WV","54101","Webster County, WV","54101"
"Wetzel County, WV","54103","Monroe County, OH","39111"
"Wetzel County, WV","54103","Greene County, PA","42059"
"Wetzel County, WV","54103","Doddridge County, WV","54017"
"Wetzel County, WV","54103","Harrison County, WV","54033"
"Wetzel County, WV","54103","Marion County, WV","54049"
"Wetzel County, WV","54103","Marshall County, WV","54051"
"Wetzel County, WV","54103","Monongalia County, WV","54061"
"Wetzel County, WV","54103","Tyler County, WV","54095"
"Wetzel County, WV","54103","Wetzel County, WV","54103"
"Wirt County, WV","54105","Calhoun County, WV","54013"
"Wirt County, WV","54105","Jackson County, WV","54035"
"Wirt County, WV","54105","Ritchie County, WV","54085"
"Wirt County, WV","54105","Roane County, WV","54087"
"Wirt County, WV","54105","Wirt County, WV","54105"
"Wirt County, WV","54105","Wood County, WV","54107"
"Wood County, WV","54107","Athens County, OH","39009"
"Wood County, WV","54107","Meigs County, OH","39105"
"Wood County, WV","54107","Washington County, OH","39167"
"Wood County, WV","54107","Jackson County, WV","54035"
"Wood County, WV","54107","Pleasants County, WV","54073"
"Wood County, WV","54107","Ritchie County, WV","54085"
"Wood County, WV","54107","Wirt County, WV","54105"
"Wood County, WV","54107","Wood County, WV","54107"
"Wyoming County, WV","54109","Boone County, WV","54005"
"Wyoming County, WV","54109","Logan County, WV","54045"
"Wyoming County, WV","54109","McDowell County, WV","54047"
"Wyoming County, WV","54109","Mercer County, WV","54055"
"Wyoming County, WV","54109","Mingo County, WV","54059"
"Wyoming County, WV","54109","Raleigh County, WV","54081"
"Wyoming County, WV","54109","Wyoming County, WV","54109"
"Adams County, WI","55001","Adams County, WI","55001"
"Adams County, WI","55001","Columbia County, WI","55021"
"Adams County, WI","55001","Juneau County, WI","55057"
"Adams County, WI","55001","Marquette County, WI","55077"
"Adams County, WI","55001","Portage County, WI","55097"
"Adams County, WI","55001","Sauk County, WI","55111"
"Adams County, WI","55001","Waushara County, WI","55137"
"Adams County, WI","55001","Wood County, WI","55141"
"Ashland County, WI","55003","Gogebic County, MI","26053"
"Ashland County, WI","55003","Ontonagon County, MI","26131"
"Ashland County, WI","55003","Cook County, MN","27031"
"Ashland County, WI","55003","Lake County, MN","27075"
"Ashland County, WI","55003","Ashland County, WI","55003"
"Ashland County, WI","55003","Bayfield County, WI","55007"
"Ashland County, WI","55003","Iron County, WI","55051"
"Ashland County, WI","55003","Price County, WI","55099"
"Ashland County, WI","55003","Sawyer County, WI","55113"
"Barron County, WI","55005","Barron County, WI","55005"
"Barron County, WI","55005","Burnett County, WI","55013"
"Barron County, WI","55005","Chippewa County, WI","55017"
"Barron County, WI","55005","Dunn County, WI","55033"
"Barron County, WI","55005","Polk County, WI","55095"
"Barron County, WI","55005","Rusk County, WI","55107"
"Barron County, WI","55005","St. Croix County, WI","55109"
"Barron County, WI","55005","Sawyer County, WI","55113"
"Barron County, WI","55005","Washburn County, WI","55129"
"Bayfield County, WI","55007","Lake County, MN","27075"
"Bayfield County, WI","55007","Ashland County, WI","55003"
"Bayfield County, WI","55007","Bayfield County, WI","55007"
"Bayfield County, WI","55007","Douglas County, WI","55031"
"Bayfield County, WI","55007","Sawyer County, WI","55113"
"Bayfield County, WI","55007","Washburn County, WI","55129"
"Brown County, WI","55009","Brown County, WI","55009"
"Brown County, WI","55009","Calumet County, WI","55015"
"Brown County, WI","55009","Door County, WI","55029"
"Brown County, WI","55009","Kewaunee County, WI","55061"
"Brown County, WI","55009","Manitowoc County, WI","55071"
"Brown County, WI","55009","Oconto County, WI","55083"
"Brown County, WI","55009","Outagamie County, WI","55087"
"Brown County, WI","55009","Shawano County, WI","55115"
"Buffalo County, WI","55011","Wabasha County, MN","27157"
"Buffalo County, WI","55011","Winona County, MN","27169"
"Buffalo County, WI","55011","Buffalo County, WI","55011"
"Buffalo County, WI","55011","Eau Claire County, WI","55035"
"Buffalo County, WI","55011","Pepin County, WI","55091"
"Buffalo County, WI","55011","Trempealeau County, WI","55121"
"Burnett County, WI","55013","Chisago County, MN","27025"
"Burnett County, WI","55013","Pine County, MN","27115"
"Burnett County, WI","55013","Barron County, WI","55005"
"Burnett County, WI","55013","Burnett County, WI","55013"
"Burnett County, WI","55013","Douglas County, WI","55031"
"Burnett County, WI","55013","Polk County, WI","55095"
"Burnett County, WI","55013","Washburn County, WI","55129"
"Calumet County, WI","55015","Brown County, WI","55009"
"Calumet County, WI","55015","Calumet County, WI","55015"
"Calumet County, WI","55015","Fond du Lac County, WI","55039"
"Calumet County, WI","55015","Manitowoc County, WI","55071"
"Calumet County, WI","55015","Outagamie County, WI","55087"
"Calumet County, WI","55015","Sheboygan County, WI","55117"
"Calumet County, WI","55015","Winnebago County, WI","55139"
"Chippewa County, WI","55017","Barron County, WI","55005"
"Chippewa County, WI","55017","Chippewa County, WI","55017"
"Chippewa County, WI","55017","Clark County, WI","55019"
"Chippewa County, WI","55017","Dunn County, WI","55033"
"Chippewa County, WI","55017","Eau Claire County, WI","55035"
"Chippewa County, WI","55017","Rusk County, WI","55107"
"Chippewa County, WI","55017","Taylor County, WI","55119"
"Clark County, WI","55019","Chippewa County, WI","55017"
"Clark County, WI","55019","Clark County, WI","55019"
"Clark County, WI","55019","Eau Claire County, WI","55035"
"Clark County, WI","55019","Jackson County, WI","55053"
"Clark County, WI","55019","Marathon County, WI","55073"
"Clark County, WI","55019","Taylor County, WI","55119"
"Clark County, WI","55019","Wood County, WI","55141"
"Columbia County, WI","55021","Adams County, WI","55001"
"Columbia County, WI","55021","Columbia County, WI","55021"
"Columbia County, WI","55021","Dane County, WI","55025"
"Columbia County, WI","55021","Dodge County, WI","55027"
"Columbia County, WI","55021","Green Lake County, WI","55047"
"Columbia County, WI","55021","Juneau County, WI","55057"
"Columbia County, WI","55021","Marquette County, WI","55077"
"Columbia County, WI","55021","Sauk County, WI","55111"
"Crawford County, WI","55023","Allamakee County, IA","19005"
"Crawford County, WI","55023","Clayton County, IA","19043"
"Crawford County, WI","55023","Crawford County, WI","55023"
"Crawford County, WI","55023","Grant County, WI","55043"
"Crawford County, WI","55023","Richland County, WI","55103"
"Crawford County, WI","55023","Vernon County, WI","55123"
"Dane County, WI","55025","Columbia County, WI","55021"
"Dane County, WI","55025","Dane County, WI","55025"
"Dane County, WI","55025","Dodge County, WI","55027"
"Dane County, WI","55025","Green County, WI","55045"
"Dane County, WI","55025","Iowa County, WI","55049"
"Dane County, WI","55025","Jefferson County, WI","55055"
"Dane County, WI","55025","Rock County, WI","55105"
"Dane County, WI","55025","Sauk County, WI","55111"
"Dodge County, WI","55027","Columbia County, WI","55021"
"Dodge County, WI","55027","Dane County, WI","55025"
"Dodge County, WI","55027","Dodge County, WI","55027"
"Dodge County, WI","55027","Fond du Lac County, WI","55039"
"Dodge County, WI","55027","Green Lake County, WI","55047"
"Dodge County, WI","55027","Jefferson County, WI","55055"
"Dodge County, WI","55027","Washington County, WI","55131"
"Dodge County, WI","55027","Waukesha County, WI","55133"
"Door County, WI","55029","Benzie County, MI","26019"
"Door County, WI","55029","Delta County, MI","26041"
"Door County, WI","55029","Leelanau County, MI","26089"
"Door County, WI","55029","Menominee County, MI","26109"
"Door County, WI","55029","Brown County, WI","55009"
"Door County, WI","55029","Door County, WI","55029"
"Door County, WI","55029","Kewaunee County, WI","55061"
"Door County, WI","55029","Marinette County, WI","55075"
"Door County, WI","55029","Oconto County, WI","55083"
"Douglas County, WI","55031","Carlton County, MN","27017"
"Douglas County, WI","55031","Lake County, MN","27075"
"Douglas County, WI","55031","Pine County, MN","27115"
"Douglas County, WI","55031","St. Louis County, MN","27137"
"Douglas County, WI","55031","Bayfield County, WI","55007"
"Douglas County, WI","55031","Burnett County, WI","55013"
"Douglas County, WI","55031","Douglas County, WI","55031"
"Douglas County, WI","55031","Sawyer County, WI","55113"
"Douglas County, WI","55031","Washburn County, WI","55129"
"Dunn County, WI","55033","Barron County, WI","55005"
"Dunn County, WI","55033","Chippewa County, WI","55017"
"Dunn County, WI","55033","Dunn County, WI","55033"
"Dunn County, WI","55033","Eau Claire County, WI","55035"
"Dunn County, WI","55033","Pepin County, WI","55091"
"Dunn County, WI","55033","Pierce County, WI","55093"
"Dunn County, WI","55033","Polk County, WI","55095"
"Dunn County, WI","55033","St. Croix County, WI","55109"
"Eau Claire County, WI","55035","Buffalo County, WI","55011"
"Eau Claire County, WI","55035","Chippewa County, WI","55017"
"Eau Claire County, WI","55035","Clark County, WI","55019"
"Eau Claire County, WI","55035","Dunn County, WI","55033"
"Eau Claire County, WI","55035","Eau Claire County, WI","55035"
"Eau Claire County, WI","55035","Jackson County, WI","55053"
"Eau Claire County, WI","55035","Pepin County, WI","55091"
"Eau Claire County, WI","55035","Trempealeau County, WI","55121"
"Florence County, WI","55037","Dickinson County, MI","26043"
"Florence County, WI","55037","Iron County, MI","26071"
"Florence County, WI","55037","Florence County, WI","55037"
"Florence County, WI","55037","Forest County, WI","55041"
"Florence County, WI","55037","Marinette County, WI","55075"
"Fond du Lac County, WI","55039","Calumet County, WI","55015"
"Fond du Lac County, WI","55039","Dodge County, WI","55027"
"Fond du Lac County, WI","55039","Fond du Lac County, WI","55039"
"Fond du Lac County, WI","55039","Green Lake County, WI","55047"
"Fond du Lac County, WI","55039","Sheboygan County, WI","55117"
"Fond du Lac County, WI","55039","Washington County, WI","55131"
"Fond du Lac County, WI","55039","Winnebago County, WI","55139"
"Forest County, WI","55041","Iron County, MI","26071"
"Forest County, WI","55041","Florence County, WI","55037"
"Forest County, WI","55041","Forest County, WI","55041"
"Forest County, WI","55041","Langlade County, WI","55067"
"Forest County, WI","55041","Marinette County, WI","55075"
"Forest County, WI","55041","Oconto County, WI","55083"
"Forest County, WI","55041","Oneida County, WI","55085"
"Forest County, WI","55041","Vilas County, WI","55125"
"Grant County, WI","55043","Jo Daviess County, IL","17085"
"Grant County, WI","55043","Clayton County, IA","19043"
"Grant County, WI","55043","Dubuque County, IA","19061"
"Grant County, WI","55043","Crawford County, WI","55023"
"Grant County, WI","55043","Grant County, WI","55043"
"Grant County, WI","55043","Iowa County, WI","55049"
"Grant County, WI","55043","Lafayette County, WI","55065"
"Grant County, WI","55043","Richland County, WI","55103"
"Green County, WI","55045","Stephenson County, IL","17177"
"Green County, WI","55045","Winnebago County, IL","17201"
"Green County, WI","55045","Dane County, WI","55025"
"Green County, WI","55045","Green County, WI","55045"
"Green County, WI","55045","Iowa County, WI","55049"
"Green County, WI","55045","Lafayette County, WI","55065"
"Green County, WI","55045","Rock County, WI","55105"
"Green Lake County, WI","55047","Columbia County, WI","55021"
"Green Lake County, WI","55047","Dodge County, WI","55027"
"Green Lake County, WI","55047","Fond du Lac County, WI","55039"
"Green Lake County, WI","55047","Green Lake County, WI","55047"
"Green Lake County, WI","55047","Marquette County, WI","55077"
"Green Lake County, WI","55047","Waushara County, WI","55137"
"Green Lake County, WI","55047","Winnebago County, WI","55139"
"Iowa County, WI","55049","Dane County, WI","55025"
"Iowa County, WI","55049","Grant County, WI","55043"
"Iowa County, WI","55049","Green County, WI","55045"
"Iowa County, WI","55049","Iowa County, WI","55049"
"Iowa County, WI","55049","Lafayette County, WI","55065"
"Iowa County, WI","55049","Richland County, WI","55103"
"Iowa County, WI","55049","Sauk County, WI","55111"
"Iron County, WI","55051","Gogebic County, MI","26053"
"Iron County, WI","55051","Ashland County, WI","55003"
"Iron County, WI","55051","Iron County, WI","55051"
"Iron County, WI","55051","Price County, WI","55099"
"Iron County, WI","55051","Vilas County, WI","55125"
"Jackson County, WI","55053","Clark County, WI","55019"
"Jackson County, WI","55053","Eau Claire County, WI","55035"
"Jackson County, WI","55053","Jackson County, WI","55053"
"Jackson County, WI","55053","Juneau County, WI","55057"
"Jackson County, WI","55053","La Crosse County, WI","55063"
