STATEFP,COUNTYFP,COUNAME,STNAME,POPULATION,LATITUDE,LONGITUDE
28,053,Humphreys,Mississippi,9375,+33.161583,-090.519097
28,055,Issaquena,Mississippi,1406,+32.867279,-091.006351
28,057,Itawamba,Mississippi,23401,+34.292221,-088.402690
28,059,Jackson,Mississippi,139668,+30.444370,-088.660684
28,061,Jasper,Mississippi,17062,+31.966737,-089.144535
28,063,Jefferson,Mississippi,7726,+31.714659,-091.055531
28,065,Jefferson Davis,Mississippi,12487,+31.574917,-089.814551
28,067,Jones,Mississippi,67761,+31.668673,-089.165120
28,069,Kemper,Mississippi,10456,+32.759967,-088.677908
28,071,Lafayette,Mississippi,47351,+34.361506,-089.526937
28,073,Lamar,Mississippi,55658,+31.264156,-089.438738
28,075,Lauderdale,Mississippi,80261,+32.400679,-088.691796
28,077,Lawrence,Mississippi,12929,+31.555383,-090.109256
28,079,Leake,Mississippi,23805,+32.725455,-089.504736
28,081,Lee,Mississippi,82910,+34.274735,-088.702989
28,083,Leflore,Mississippi,32317,+33.513076,-090.209073
28,085,Lincoln,Mississippi,34869,+31.550891,-090.456276
28,087,Lowndes,Mississippi,59779,+33.515351,-088.392697
28,089,Madison,Mississippi,95203,+32.510711,-090.098347
28,091,Marion,Mississippi,27088,+31.244447,-089.829694
28,093,Marshall,Mississippi,37144,+34.815764,-089.542843
28,095,Monroe,Mississippi,36989,+33.925912,-088.498114
28,097,Montgomery,Mississippi,10925,+33.496574,-089.682988
28,099,Neshoba,Mississippi,29676,+32.754204,-089.117671
28,101,Newton,Mississippi,21720,+32.412040,-089.128073
28,103,Noxubee,Mississippi,11545,+33.131120,-088.549830
28,105,Oktibbeha,Mississippi,47671,+33.449231,-088.828709
28,107,Panola,Mississippi,34707,+34.350009,-089.938355
28,109,Pearl River,Mississippi,55834,+30.641968,-089.631730
28,111,Perry,Mississippi,12250,+31.262821,-088.991988
28,113,Pike,Mississippi,40404,+31.216057,-090.436396
28,115,Pontotoc,Mississippi,29957,+34.252502,-089.011424
28,117,Prentiss,Mississippi,25276,+34.631502,-088.552652
28,119,Quitman,Mississippi,8223,+34.272620,-090.262854
28,121,Rankin,Mississippi,141617,+32.279373,-090.033002
28,123,Scott,Mississippi,28264,+32.401463,-089.529197
28,125,Sharkey,Mississippi,4916,+32.924745,-090.859408
28,127,Simpson,Mississippi,27503,+31.916008,-089.853775
28,129,Smith,Mississippi,16491,+31.971849,-089.506985
28,131,Stone,Mississippi,17786,+30.809011,-089.136496
28,133,Sunflower,Mississippi,29450,+33.594123,-090.584058
28,135,Tallahatchie,Mississippi,15378,+33.983144,-090.197125
28,137,Tate,Mississippi,28886,+34.646080,-089.948155
28,139,Tippah,Mississippi,22232,+34.767895,-088.925793
28,141,Tishomingo,Mississippi,19593,+34.723482,-088.228366
28,143,Tunica,Mississippi,10778,+34.709638,-090.348008
28,145,Union,Mississippi,27134,+34.484262,-089.007903
28,147,Walthall,Mississippi,15443,+31.151622,-090.121389
28,149,Warren,Mississippi,48773,+32.325884,-090.845245
28,151,Washington,Mississippi,51137,+33.371080,-091.010964
28,153,Wayne,Mississippi,20747,+31.650101,-088.659321
28,155,Webster,Mississippi,10253,+33.582221,-089.226172
28,157,Wilkinson,Mississippi,9878,+31.121531,-091.238269
28,159,Winston,Mississippi,19198,+33.084925,-089.042843
28,161,Yalobusha,Mississippi,12678,+34.080595,-089.693557
28,163,Yazoo,Mississippi,28065,+32.828490,-090.380241
29,001,Adair,Missouri,25607,+40.195660,-092.582446
29,003,Andrew,Missouri,17291,+39.922565,-094.818293
29,005,Atchison,Missouri,5685,+40.421105,-095.437688
29,007,Audrain,Missouri,25529,+39.205358,-091.821071
29,009,Barry,Missouri,35597,+36.735065,-093.862744
29,011,Barton,Missouri,12402,+37.495228,-094.308903
29,013,Bates,Missouri,17049,+38.276163,-094.362322
29,015,Benton,Missouri,19056,+38.302689,-093.308948
29,017,Bollinger,Missouri,12363,+37.338242,-089.998323
29,019,Boone,Missouri,162642,+38.959866,-092.321523
29,021,Buchanan,Missouri,89201,+39.750602,-094.821954
29,023,Butler,Missouri,42794,+36.753790,-090.413589
29,025,Caldwell,Missouri,9424,+39.664765,-093.994816
29,027,Callaway,Missouri,44332,+38.802239,-091.993447
29,029,Camden,Missouri,44002,+38.072828,-092.749496
29,031,Cape Girardeau,Missouri,75674,+37.353894,-089.606250
29,033,Carroll,Missouri,9295,+39.410155,-093.495631
29,035,Carter,Missouri,6265,+36.949427,-090.897277
29,037,Cass,Missouri,99478,+38.746895,-094.423526
29,039,Cedar,Missouri,13982,+37.767996,-093.895022
29,041,Chariton,Missouri,7831,+39.486626,-092.934967
29,043,Christian,Missouri,77422,+37.025687,-093.262511
29,045,Clark,Missouri,7139,+40.413068,-091.704732
29,047,Clay,Missouri,221939,+39.251395,-094.493920
29,049,Clinton,Missouri,20743,+39.602093,-094.370131
29,051,Cole,Missouri,75990,+38.552393,-092.218634
29,053,Cooper,Missouri,17601,+38.909615,-092.772604
29,055,Crawford,Missouri,24696,+38.059819,-091.322802
29,057,Dade,Missouri,7883,+37.415613,-093.829944
29,059,Dallas,Missouri,16777,+37.643825,-093.067095
29,061,Daviess,Missouri,8433,+39.942683,-093.983258
29,063,DeKalb,Missouri,12892,+39.819610,-094.340504
29,065,Dent,Missouri,15657,+37.630684,-091.542131
29,067,Douglas,Missouri,13684,+36.939746,-092.588247
29,069,Dunklin,Missouri,31953,+36.326743,-090.059209
29,071,Franklin,Missouri,101492,+38.432966,-090.999826
29,073,Gasconade,Missouri,15222,+38.453630,-091.491625
29,075,Gentry,Missouri,6738,+40.199987,-094.439143
29,077,Greene,Missouri,275174,+37.193837,-093.308300
29,079,Grundy,Missouri,10261,+40.091968,-093.595469
29,081,Harrison,Missouri,8957,+40.313851,-094.000823
29,083,Henry,Missouri,22272,+38.394758,-093.736873
29,085,Hickory,Missouri,9627,+37.910659,-093.330251
29,087,Holt,Missouri,4912,+40.092393,-095.199972
29,089,Howard,Missouri,10144,+39.139325,-092.705762
29,091,Howell,Missouri,40400,+36.793133,-091.873823
29,093,Iron,Missouri,10630,+37.571851,-090.711599
29,095,Jackson,Missouri,674158,+39.010332,-094.446137
29,097,Jasper,Missouri,117404,+37.128993,-094.443436
29,099,Jefferson,Missouri,218733,+38.340593,-090.475744
29,101,Johnson,Missouri,52595,+38.757209,-093.770312
29,103,Knox,Missouri,4131,+40.151668,-092.150669
29,105,Laclede,Missouri,35571,+37.669645,-092.654560
29,107,Lafayette,Missouri,33381,+39.056329,-093.840082
29,109,Lawrence,Missouri,38634,+37.035398,-093.797074
29,111,Lewis,Missouri,10211,+40.085505,-091.649082
29,113,Lincoln,Missouri,52566,+39.003625,-090.928671
29,115,Linn,Missouri,12761,+39.796774,-093.065191
29,117,Livingston,Missouri,15195,+39.795916,-093.554324
29,119,McDonald,Missouri,23083,+36.618064,-094.398080
29,121,Macon,Missouri,15566,+39.798522,-092.510330
29,123,Madison,Missouri,12226,+37.535795,-090.300055
29,125,Maries,Missouri,9176,+38.171917,-091.878062
29,127,Marion,Missouri,28781,+39.740805,-091.455661
29,129,Mercer,Missouri,3785,+40.418591,-093.575859
29,131,Miller,Missouri,24748,+38.247837,-092.507085
29,133,Mississippi,Missouri,14358,+36.857051,-089.365459
29,135,Moniteau,Missouri,15607,+38.628938,-092.616373
29,137,Monroe,Missouri,8840,+39.520553,-091.973958
29,139,Montgomery,Missouri,12236,+38.950802,-091.468473
29,141,Morgan,Missouri,20565,+38.381506,-092.850304
29,143,New Madrid,Missouri,18956,+36.605307,-089.658710
29,145,Newton,Missouri,58114,+36.921798,-094.411380
29,147,Nodaway,Missouri,23370,+40.352749,-094.867916
29,149,Oregon,Missouri,10881,+36.618129,-091.464771
29,151,Osage,Missouri,13878,+38.453819,-091.883136
29,153,Ozark,Missouri,9723,+36.623090,-092.424289
29,155,Pemiscot,Missouri,18296,+36.181794,-089.748715
29,157,Perry,Missouri,18971,+37.713672,-089.857097
29,159,Pettis,Missouri,42201,+38.702201,-093.246549
29,161,Phelps,Missouri,45156,+37.942882,-091.748715
29,163,Pike,Missouri,18516,+39.363535,-091.156139
29,165,Platte,Missouri,89322,+39.262166,-094.684698
29,167,Polk,Missouri,31137,+37.601813,-093.404415
29,169,Pulaski,Missouri,52274,+37.824257,-092.177300
29,171,Putnam,Missouri,4979,+40.480842,-092.979269
29,173,Ralls,Missouri,10167,+39.579580,-091.468633
29,175,Randolph,Missouri,25414,+39.412906,-092.451935
29,177,Ray,Missouri,23494,+39.335641,-094.061270
29,179,Reynolds,Missouri,6696,+37.336586,-090.972986
29,181,Ripley,Missouri,14100,+36.627212,-090.791802
29,183,St. Charles,Missouri,360485,+38.776604,-090.659755
29,185,St. Clair,Missouri,9805,+38.056009,-093.765606
29,186,Ste. Genevieve,Missouri,18145,+37.939468,-090.168495
29,187,St. Francois,Missouri,65359,+37.835573,-090.492254
29,189,St. Louis,Missouri,998954,+38.647121,-090.386218
29,195,Saline,Missouri,23370,+39.111933,-093.204898
29,197,Schuyler,Missouri,4431,+40.461815,-092.521984
29,199,Scotland,Missouri,4843,+40.448001,-092.146652
29,201,Scott,Missouri,39191,+37.014498,-089.577839
29,203,Shannon,Missouri,8441,+37.069627,-091.429472
29,205,Shelby,Missouri,6373,+39.761774,-092.077052
29,207,Stoddard,Missouri,29968,+36.850777,-089.969639
29,209,Stone,Missouri,32202,+36.717605,-093.438433
29,211,Sullivan,Missouri,6714,+40.217733,-093.103734
29,213,Taney,Missouri,51675,+36.656706,-093.189979
29,215,Texas,Missouri,26008,+37.328457,-091.968488
29,217,Vernon,Missouri,21159,+37.835598,-094.340355
29,219,Warren,Missouri,32513,+38.788663,-091.103580
29,221,Washington,Missouri,25195,+37.953147,-090.785675
29,223,Wayne,Missouri,13521,+37.107087,-090.512622
29,225,Webster,Missouri,36202,+37.263337,-092.907363
29,227,Worth,Missouri,2171,+40.482258,-094.438797
29,229,Wright,Missouri,18815,+37.192204,-092.429174
29,510,St. Louis,Missouri,319294,+38.623609,-090.252991
30,001,Beaverhead,Montana,9246,+45.221056,-112.696186
30,003,Big Horn,Montana,12865,+45.565831,-107.502778
30,005,Blaine,Montana,6491,+48.441261,-108.899086
30,007,Broadwater,Montana,5612,+46.302846,-111.535578
30,009,Carbon,Montana,10078,+45.321484,-109.084478
30,011,Carter,Montana,1160,+45.679127,-104.523733
30,013,Cascade,Montana,81327,+47.491839,-111.306258
30,015,Chouteau,Montana,5813,+47.956366,-110.403274
30,017,Custer,Montana,11699,+46.403369,-105.817008
30,019,Daniels,Montana,1751,+48.783416,-105.430320
30,021,Dawson,Montana,8966,+47.134482,-104.750559
30,023,Deer Lodge,Montana,9298,+46.137755,-112.954087
30,025,Fallon,Montana,2890,+46.358863,-104.309448
30,027,Fergus,Montana,11586,+47.097548,-109.417095
30,029,Flathead,Montana,90928,+48.247204,-114.279524
30,031,Gallatin,Montana,89513,+45.682805,-111.128283
30,033,Garfield,Montana,1206,+47.299773,-106.977830
30,035,Glacier,Montana,13399,+48.602920,-112.799156
30,037,Golden Valley,Montana,884,+46.287061,-109.139695
30,039,Granite,Montana,3079,+46.448832,-113.293879
30,041,Hill,Montana,16096,+48.515786,-109.762794
30,043,Jefferson,Montana,11406,+46.254092,-112.053101
30,045,Judith Basin,Montana,2072,+47.102395,-110.177445
30,047,Lake,Montana,28746,+47.601938,-114.120003
30,049,Lewis and Clark,Montana,63395,+46.644770,-112.021955
30,051,Liberty,Montana,2339,+48.563509,-111.000283
30,053,Lincoln,Montana,19687,+48.545504,-115.437677
30,055,McCone,Montana,1734,+47.561984,-105.644548
30,057,Madison,Montana,7691,+45.435990,-111.949217
30,059,Meagher,Montana,1891,+46.526827,-110.875445
30,061,Mineral,Montana,4223,+47.185566,-114.899744
30,063,Missoula,Montana,109299,+46.875472,-114.019007
30,065,Musselshell,Montana,4538,+46.417552,-108.490425
30,067,Park,Montana,15636,+45.597090,-110.599015
30,069,Petroleum,Montana,494,+47.012441,-108.296716
30,071,Phillips,Montana,4253,+48.374315,-107.857685
30,073,Pondera,Montana,6153,+48.210126,-112.144580
30,075,Powder River,Montana,1743,+45.440737,-105.535004
30,077,Powell,Montana,7027,+46.449212,-112.760484
30,079,Prairie,Montana,1179,+46.807847,-105.269953
30,081,Ravalli,Montana,40212,+46.352649,-114.117267
30,083,Richland,Montana,9746,+47.718572,-104.203904
30,085,Roosevelt,Montana,10425,+48.132541,-105.247660
30,087,Rosebud,Montana,9233,+45.907996,-106.611337
30,089,Sanders,Montana,11413,+47.636131,-115.177085
30,091,Sheridan,Montana,3384,+48.737464,-104.499376
30,093,Silver Bow,Montana,34200,+45.987960,-112.524356
30,095,Stillwater,Montana,9117,+45.613806,-109.249493
30,097,Sweet Grass,Montana,3651,+45.830248,-109.915919
30,099,Teton,Montana,6073,+47.771875,-112.054612
30,101,Toole,Montana,5324,+48.585262,-111.853380
30,103,Treasure,Montana,718,+46.255884,-107.241002
30,105,Valley,Montana,7369,+48.233939,-106.546143
30,107,Wheatland,Montana,2168,+46.459736,-109.844091
30,109,Wibaux,Montana,1017,+46.969011,-104.196159
30,111,Yellowstone,Montana,147972,+45.791309,-108.539417
31,001,Adams,Nebraska,31364,+40.583763,-098.414536
31,003,Antelope,Nebraska,6685,+42.149596,-098.056830
31,005,Arthur,Nebraska,460,+41.569808,-101.673813
31,007,Banner,Nebraska,690,+41.557925,-103.702088
31,009,Blaine,Nebraska,478,+41.901108,-100.007203
31,011,Boone,Nebraska,5505,+41.680180,-098.016360
31,013,Box Butte,Nebraska,11308,+42.135040,-102.903704
31,015,Boyd,Nebraska,2099,+42.891084,-098.730816
31,017,Brown,Nebraska,3145,+42.538836,-099.852141
31,019,Buffalo,Nebraska,46102,+40.737667,-099.070160
31,021,Burt,Nebraska,6858,+41.845797,-096.342540
31,023,Butler,Nebraska,8395,+41.248949,-097.141234
31,025,Cass,Nebraska,25241,+40.946526,-096.062535
31,027,Cedar,Nebraska,8852,+42.576273,-097.254860
31,029,Chase,Nebraska,3966,+40.500254,-101.619767
31,031,Cherry,Nebraska,5713,+42.784561,-100.754886
31,033,Cheyenne,Nebraska,9998,+41.166245,-102.982623
31,035,Clay,Nebraska,6542,+40.545465,-098.029666
31,037,Colfax,Nebraska,10515,+41.517571,-097.076554
31,039,Cuming,Nebraska,9139,+41.897578,-096.759175
31,041,Custer,Nebraska,10939,+41.401093,-099.672832
31,043,Dakota,Nebraska,21006,+42.445678,-096.441515
31,045,Dawes,Nebraska,9182,+42.785306,-103.066266
31,047,Dawson,Nebraska,24326,+40.828531,-099.858944
31,049,Deuel,Nebraska,1941,+41.088793,-102.345568
31,051,Dixon,Nebraska,6000,+42.438517,-096.830002
31,053,Dodge,Nebraska,36691,+41.473485,-096.530630
31,055,Douglas,Nebraska,517110,+41.259910,-096.061471
31,057,Dundy,Nebraska,2008,+40.093189,-101.601584
31,059,Fillmore,Nebraska,5890,+40.540682,-097.578024
31,061,Franklin,Nebraska,3225,+40.187621,-098.946914
31,063,Frontier,Nebraska,2756,+40.607972,-100.404194
31,065,Furnas,Nebraska,4959,+40.248006,-099.925599
31,067,Gage,Nebraska,22311,+40.274482,-096.714139
31,069,Garden,Nebraska,2057,+41.422768,-102.320765
31,071,Garfield,Nebraska,2049,+41.800943,-099.107238
31,073,Gosper,Nebraska,2044,+40.592124,-099.830993
31,075,Grant,Nebraska,614,+41.984368,-101.731402
31,077,Greeley,Nebraska,2538,+41.556319,-098.497703
31,079,Hall,Nebraska,58607,+40.915597,-098.377535
31,081,Hamilton,Nebraska,9124,+40.878695,-098.021089
31,083,Harlan,Nebraska,3423,+40.145693,-099.402210
31,085,Hayes,Nebraska,967,+40.495630,-101.058515
31,087,Hitchcock,Nebraska,2908,+40.211961,-101.006845
31,089,Holt,Nebraska,10435,+42.458400,-098.742988
31,091,Hooker,Nebraska,736,+42.016041,-101.062839
31,093,Howard,Nebraska,6274,+41.189549,-098.493475
31,095,Jefferson,Nebraska,7547,+40.164028,-097.140354
31,097,Johnson,Nebraska,5217,+40.401369,-096.228933
31,099,Kearney,Nebraska,6489,+40.506264,-098.992742
31,101,Keith,Nebraska,8368,+41.141877,-101.696492
31,103,Keya Paha,Nebraska,824,+42.868344,-099.703607
31,105,Kimball,Nebraska,3821,+41.232889,-103.660711
31,107,Knox,Nebraska,8701,+42.619110,-097.786962
31,109,Lancaster,Nebraska,285407,+40.801058,-096.673551
31,111,Lincoln,Nebraska,36288,+41.119635,-100.789230
31,113,Logan,Nebraska,763,+41.484178,-100.500737
31,115,Loup,Nebraska,632,+41.816483,-099.402546
31,117,McPherson,Nebraska,539,+41.573310,-100.986347
31,119,Madison,Nebraska,34876,+42.003908,-097.461692
31,121,Merrick,Nebraska,7845,+41.131200,-098.039353
31,123,Morrill,Nebraska,5042,+41.707123,-103.159224
31,125,Nance,Nebraska,3735,+41.403829,-097.895028
31,127,Nemaha,Nebraska,7248,+40.403957,-095.836309
31,129,Nuckolls,Nebraska,4500,+40.115021,-098.061108
31,131,Otoe,Nebraska,15740,+40.669495,-096.029874
31,133,Pawnee,Nebraska,2773,+40.134921,-096.184059
31,135,Perkins,Nebraska,2970,+40.847278,-101.672531
31,137,Phelps,Nebraska,9188,+40.468151,-099.406756
31,139,Pierce,Nebraska,7266,+42.262663,-097.591986
31,141,Platte,Nebraska,32237,+41.469013,-097.387409
31,143,Polk,Nebraska,5406,+41.174759,-097.555813
31,145,Red Willow,Nebraska,11055,+40.205475,-100.587807
31,147,Richardson,Nebraska,8363,+40.099947,-095.673464
31,149,Rock,Nebraska,1526,+42.536442,-099.495235
31,151,Saline,Nebraska,14200,+40.578252,-097.020010
31,153,Sarpy,Nebraska,158840,+41.153107,-096.033892
31,155,Saunders,Nebraska,20780,+41.199571,-096.571016
31,157,Scotts Bluff,Nebraska,36970,+41.865018,-103.680380
31,159,Seward,Nebraska,16750,+40.873593,-097.106037
31,161,Sheridan,Nebraska,5469,+42.699305,-102.398893
31,163,Sherman,Nebraska,3152,+41.223634,-098.971650
31,165,Sioux,Nebraska,1311,+42.379652,-103.825082
31,167,Stanton,Nebraska,6129,+41.985653,-097.251636
31,169,Thayer,Nebraska,5228,+40.179229,-097.625350
31,171,Thomas,Nebraska,647,+41.966823,-100.546734
31,173,Thurston,Nebraska,6940,+42.159409,-096.515688
31,175,Valley,Nebraska,4260,+41.573370,-098.947749
31,177,Washington,Nebraska,20234,+41.507053,-096.158296
31,179,Wayne,Nebraska,9595,+42.221930,-097.063062
31,181,Webster,Nebraska,3812,+40.200266,-098.485192
31,183,Wheeler,Nebraska,818,+41.880574,-098.543873
31,185,York,Nebraska,13665,+40.864374,-097.605431
32,001,Churchill,Nevada,24877,+39.473584,-118.795661
32,003,Clark,Nevada,1951269,+36.143366,-115.149940
32,005,Douglas,Nevada,46997,+38.956913,-119.755928
32,007,Elko,Nevada,48818,+40.870907,-115.518595
32,009,Esmeralda,Nevada,783,+37.708803,-117.677756
32,011,Eureka,Nevada,1987,+39.866898,-116.147686
32,013,Humboldt,Nevada,16528,+41.034176,-117.745055
32,015,Lander,Nevada,5775,+40.520911,-116.943210
32,017,Lincoln,Nevada,5345,+37.690300,-114.644504
32,019,Lyon,Nevada,51980,+39.348780,-119.325133
32,021,Mineral,Nevada,4772,+38.590037,-118.638693
32,023,Nye,Nevada,43946,+36.468656,-116.165792
32,027,Pershing,Nevada,6753,+40.343440,-118.294549
32,029,Storey,Nevada,4010,+39.389364,-119.624138
32,031,Washoe,Nevada,421407,+39.535558,-119.795493
32,033,White Pine,Nevada,10030,+39.273238,-114.862381
32,510,Carson City,Nevada,55274,+39.166134,-119.753711
33,001,Belknap,New Hampshire,60088,+43.517400,-071.440590
33,003,Carroll,New Hampshire,47818,+43.810972,-071.166412
33,005,Cheshire,New Hampshire,77117,+42.898264,-072.262715
33,007,Coos,New Hampshire,33055,+44.550062,-071.362750
33,009,Grafton,New Hampshire,89118,+43.838874,-071.953268
33,011,Hillsborough,New Hampshire,400721,+42.879889,-071.532928
33,013,Merrimack,New Hampshire,146445,+43.246442,-071.586214
33,015,Rockingham,New Hampshire,295223,+42.936726,-071.104266
33,017,Strafford,New Hampshire,123143,+43.247646,-070.954943
33,019,Sullivan,New Hampshire,43742,+43.367422,-072.259352
34,001,Atlantic,New Jersey,274549,+39.427562,-074.583452
34,003,Bergen,New Jersey,905116,+40.918799,-074.057383
34,005,Burlington,New Jersey,448734,+39.982667,-074.834269
34,007,Camden,New Jersey,513657,+39.864010,-075.027836
34,009,Cape May,New Jersey,97265,+39.095952,-074.807133
34,011,Cumberland,New Jersey,156898,+39.428284,-075.087728
34,013,Essex,New Jersey,783969,+40.768705,-074.216402
34,015,Gloucester,New Jersey,288288,+39.749187,-075.127456
34,017,Hudson,New Jersey,634266,+40.742925,-074.061278
34,019,Hunterdon,New Jersey,128349,+40.572183,-074.896782
34,021,Mercer,New Jersey,366513,+40.255566,-074.700340
34,023,Middlesex,New Jersey,809858,+40.485529,-074.387921
34,025,Monmouth,New Jersey,630380,+40.291301,-074.147730
34,027,Morris,New Jersey,492276,+40.859552,-074.501661
34,029,Ocean,New Jersey,576567,+39.973657,-074.214610
34,031,Passaic,New Jersey,501226,+40.925361,-074.191473
34,033,Salem,New Jersey,66083,+39.625938,-075.376580
34,035,Somerset,New Jersey,323444,+40.561176,-074.578798
34,037,Sussex,New Jersey,149265,+41.091219,-074.654037
34,039,Union,New Jersey,536499,+40.659609,-074.294239
34,041,Warren,New Jersey,108692,+40.795162,-075.016426
35,001,Bernalillo,New Mexico,662564,+35.107877,-106.616039
35,003,Catron,New Mexico,3725,+33.928093,-108.549207
35,005,Chaves,New Mexico,65645,+33.364652,-104.512610
35,006,Cibola,New Mexico,27213,+35.113977,-107.804609
35,007,Colfax,New Mexico,13750,+36.702618,-104.643736
35,009,Curry,New Mexico,48376,+34.420099,-103.215708
35,011,De Baca,New Mexico,2022,+34.465462,-104.257875
35,013,Doña Ana,New Mexico,209233,+32.247294,-106.728697
35,015,Eddy,New Mexico,53829,+32.547601,-104.291387
35,017,Grant,New Mexico,29514,+32.780455,-108.242693
35,019,Guadalupe,New Mexico,4687,+34.930036,-104.792489
35,021,Harding,New Mexico,695,+35.861023,-103.984528
35,023,Hidalgo,New Mexico,4894,+32.275633,-108.766740
35,025,Lea,New Mexico,64727,+32.753117,-103.193711
35,027,Lincoln,New Mexico,20497,+33.420964,-105.631173
35,028,Los Alamos,New Mexico,17950,+35.868766,-106.270283
35,029,Luna,New Mexico,25095,+32.217487,-107.740412
35,031,McKinley,New Mexico,71492,+35.511504,-108.634230
35,033,Mora,New Mexico,4881,+35.999280,-105.241049
35,035,Otero,New Mexico,63797,+32.806642,-105.989844
35,037,Quay,New Mexico,9041,+35.180626,-103.656130
35,039,Rio Arriba,New Mexico,40246,+36.201002,-106.204801
35,041,Roosevelt,New Mexico,19846,+34.167549,-103.348217
35,043,Sandoval,New Mexico,131561,+35.328605,-106.649260
35,045,San Juan,New Mexico,130044,+36.721940,-108.220647
35,047,San Miguel,New Mexico,29393,+35.573296,-105.309684
35,049,Santa Fe,New Mexico,144170,+35.630805,-106.004953
35,051,Sierra,New Mexico,11988,+33.109273,-107.277841
35,053,Socorro,New Mexico,17866,+34.153828,-106.957793
35,055,Taos,New Mexico,32937,+36.433447,-105.609376
35,057,Torrance,New Mexico,16383,+34.867124,-106.100997
35,059,Union,New Mexico,4549,+36.455575,-103.262118
35,061,Valencia,New Mexico,76569,+34.752149,-106.722542
36,001,Albany,New York,304204,+42.678976,-073.813040
36,003,Allegany,New York,48946,+42.228245,-078.019297
36,005,Bronx,New York,1385108,+40.849354,-073.882363
36,007,Broome,New York,200600,+42.121306,-075.934245
36,009,Cattaraugus,New York,80317,+42.224267,-078.607656
36,011,Cayuga,New York,80026,+42.935370,-076.560044
36,013,Chautauqua,New York,134905,+42.246256,-079.314671
36,015,Chemung,New York,88830,+42.118262,-076.813046
36,017,Chenango,New York,50477,+42.481195,-075.570326
36,019,Clinton,New York,82128,+44.730039,-073.545325
36,021,Columbia,New York,63096,+42.273336,-073.681049
36,023,Cortland,New York,49336,+42.596130,-076.145474
36,025,Delaware,New York,47980,+42.244535,-074.993985
36,027,Dutchess,New York,297488,+41.681015,-073.839417
36,029,Erie,New York,919040,+42.889478,-078.792596
36,031,Essex,New York,39370,+44.174474,-073.689906
36,033,Franklin,New York,51599,+44.712835,-074.344365
36,035,Fulton,New York,55531,+43.059172,-074.330346
36,037,Genesee,New York,60079,+42.999625,-078.173095
36,039,Greene,New York,49221,+42.299303,-073.975873
36,041,Hamilton,New York,4836,+43.612034,-074.385121
36,043,Herkimer,New York,64519,+43.070536,-074.995034
36,045,Jefferson,New York,116229,+44.019125,-075.896640
36,047,Kings,New York,2504700,+40.650523,-073.954811
36,049,Lewis,New York,27087,+43.789217,-075.449321
36,051,Livingston,New York,65393,+42.766358,-077.764200
36,053,Madison,New York,73442,+42.984471,-075.717386
36,055,Monroe,New York,744344,+43.161503,-077.619988
36,057,Montgomery,New York,50219,+42.933549,-074.343088
36,059,Nassau,New York,1339532,+40.716587,-073.602242
36,061,New York,New York,1585873,+40.777958,-073.966303
36,063,Niagara,New York,216469,+43.134704,-078.852109
36,065,Oneida,New York,234878,+43.147454,-075.359106
36,067,Onondaga,New York,467026,+43.067188,-076.167442
36,069,Ontario,New York,107931,+42.899374,-077.260129
36,071,Orange,New York,372813,+41.422034,-074.243059
36,073,Orleans,New York,42883,+43.248317,-078.223294
36,075,Oswego,New York,122109,+43.391821,-076.313145
36,077,Otsego,New York,62259,+42.563531,-075.060062
36,079,Putnam,New York,99710,+41.411282,-073.717247
36,081,Queens,New York,2230722,+40.721294,-073.833451
36,083,Rensselaer,New York,159429,+42.699991,-073.629889
36,085,Richmond,New York,468730,+40.588523,-074.137304
36,087,Rockland,New York,311687,+41.127623,-074.019039
36,089,St. Lawrence,New York,111944,+44.651458,-075.149708
36,091,Saratoga,New York,219607,+43.008801,-073.785787
36,093,Schenectady,New York,154727,+42.809284,-073.946182
36,095,Schoharie,New York,32749,+42.642508,-074.436027
36,097,Schuyler,New York,18343,+42.387815,-076.869122
36,099,Seneca,New York,35251,+42.827354,-076.828521
36,101,Steuben,New York,98990,+42.266288,-077.320329
36,103,Suffolk,New York,1493350,+40.821924,-073.113775
36,105,Sullivan,New York,77547,+41.700086,-074.707459
36,107,Tioga,New York,51125,+42.120980,-076.297151
36,109,Tompkins,New York,101564,+42.460259,-076.477416
36,111,Ulster,New York,182493,+41.841064,-074.100745
36,113,Warren,New York,65707,+43.396992,-073.714626
36,115,Washington,New York,63216,+43.290255,-073.458693
36,117,Wayne,New York,93772,+43.143734,-077.126682
36,119,Westchester,New York,949113,+41.040536,-073.804532
36,121,Wyoming,New York,42155,+42.725754,-078.218884
36,123,Yates,New York,25348,+42.633657,-077.078037
37,001,Alamance,North Carolina,151131,+36.071263,-079.414193
37,003,Alexander,North Carolina,37198,+35.890299,-081.191638
37,005,Alleghany,North Carolina,11155,+36.498332,-081.105731
37,007,Anson,North Carolina,26948,+34.972824,-080.110145
37,009,Ashe,North Carolina,27281,+36.415077,-081.489759
37,011,Avery,North Carolina,17797,+36.076320,-081.943907
37,013,Beaufort,North Carolina,47759,+35.519484,-076.956571
37,015,Bertie,North Carolina,21282,+36.083776,-076.968883
37,017,Bladen,North Carolina,35190,+34.607845,-078.641090
37,019,Brunswick,North Carolina,107431,+34.036370,-078.229195
37,021,Buncombe,North Carolina,238318,+35.587674,-082.550087
37,023,Burke,North Carolina,90912,+35.730474,-081.638347
37,025,Cabarrus,North Carolina,178011,+35.399234,-080.612525
37,027,Caldwell,North Carolina,83029,+35.873614,-081.503741
